#$(time) $(c_NaMSD[1]) $(c_NaMSD[2]) $(c_NaMSD[3]) $(c_NaMSD[4])
159.5 1.1024346653451140829e-33 1.2858797936585384605e-29 0 1.2859900371250729102e-29
160 7.2644986778487932054e-31 1.0955978777036540638e-33 0 7.2754546566258300146e-31
160.5 1.2778565210282009066e-33 1.0888244912902999016e-33 0 2.3666810123185009793e-33
161 1.2699806906564468551e-33 1.0821137245830065127e-33 0 2.3520944152394535389e-33
161.5 1.2621774483536206597e-33 1.075464808064621796e-33 0 2.3376422564182426267e-33
162 1.2544459048360040868e-33 1.0688769840022739823e-33 0 2.3233228888382782401e-33
162.5 8.4782130281685887211e-31 1.0623495062314775897e-33 0 8.4888365232309039024e-31
163 1.0558816399448418367e-33 1.0558816399448401261e-33 0 2.1117632798896819629e-33
163.5 1.0494726614852585237e-33 1.0494726614852568131e-33 0 2.0989453229705153368e-33
164 1.0431218581434881301e-33 1.0431218581434865906e-33 0 2.0862437162869745497e-33
164.5 8.4216397183551113608e-31 1.0368285279600014669e-33 0 8.4320080036347122239e-31
165 8.3709833537406022214e-31 1.0305919795310070915e-33 0 8.3812892735359130091e-31
165.5 7.1139689709620724889e-34 1.0244115318185368784e-33 0 1.7358084289147442983e-33
166 7.0714341247536056042e-34 1.0182865139645177291e-33 0 1.7254299264398782895e-33
166.5 8.3181683297156292584e-31 1.012216265108716867e-33 0 8.3282904923667156539e-31
167 5.6598757549339290244e-34 1.0062001342104748455e-33 0 1.572187709703867748e-33
167.5 8.267587919584650914e-31 1.000237479874136466e-33 0 8.2775902943833930826e-31
168 4.4192340896804098438e-34 9.9432767017809065395e-34 0 1.4362510791461315528e-33
168.5 4.3932003666992871308e-34 9.8847008250733804354e-34 0 1.4277901191772668421e-33
169 4.3673960150644350005e-34 9.8266410338949646389e-34 0 1.4194037048959399639e-33
169.5 4.341818348151879893e-34 9.7690912833417162886e-34 0 1.4110909631493597037e-33
170 7.4788821277532221875e-31 1.2328254882674227964e-29 0 1.3076143095449551146e-29
170.5 5.4312177173543386239e-34 1.7165330069663081183e-33 0 2.2596547787017419807e-33
171 5.3996867667406411133e-34 1.706567669488399128e-33 0 2.2465363461624631538e-33
171.5 5.3684296007479145088e-34 1.6966888614709449035e-33 0 2.2335318215457365255e-33
172 5.3374430588143643428e-34 1.6868955840203412845e-33 0 2.2206398899017776332e-33
172.5 5.3067240258537190976e-34 1.6771868526154952067e-33 0 2.2078592552008670309e-33
173 5.2762694314722906108e-34 1.6675616968603778363e-33 0 2.1951886400076068974e-33
173.5 8.2544095294384056572e-31 1.2262709709146381939e-29 0 1.308815066209022303e-29
174 8.2073088579194067562e-31 2.5758723435788158646e-33 0 8.2330675813551952057e-31
174.5 3.1374894973116813002e-34 2.5612159161727987713e-33 0 2.8749648659039669869e-33
175 7.5341106082316676965e-31 2.5466842239831235704e-33 0 7.5595774504714992401e-31
175.5 8.2045737720905507519e-31 2.5322758555835049193e-33 0 8.2298965306463853256e-31
176 3.0845370388322045838e-34 2.5179894194548578895e-33 0 2.8264431233380782196e-33
176.5 3.0671838409704159239e-34 2.5038235436493154491e-33 0 2.8105419277463569987e-33
177 3.0499766724395324394e-34 2.4897768754608395052e-33 0 2.7947745427047927064e-33
177.5 3.0329138993503017986e-34 2.4758480811022838731e-33 0 2.7791394710373140957e-33
178 3.0159939106012343719e-34 2.4620358453887596665e-33 0 2.7636352364488829754e-33
178.5 2.9992151174982863466e-34 2.4483388714271686599e-33 0 2.7482603831769971663e-33
179 2.982575953381919673e-34 2.4347558803117670912e-33 0 2.7330134756499591012e-33
179.5 2.9660748732613831782e-34 2.4212856108256148505e-33 0 2.7178930981517530401e-33
180 2.9497103534560651752e-34 2.4079268191478046827e-33 0 2.7028978544934111575e-33
180.5 8.1515447271966977221e-31 1.2901472906472736984e-29 0 1.3716627379192406756e-29
181 2.1433849012767562718e-34 1.5241848186856904599e-33 0 1.7385233088133660871e-33
181.5 2.1316564149338722545e-34 1.5158445617307502961e-33 0 1.7290102032241373933e-33
182 2.1200239323327446394e-34 1.5075725741032817508e-33 0 1.719574967336556343e-33
182.5 8.1050217544197750969e-31 1.2828968414615182985e-29 0 1.3639470590057160845e-29
183 1.4562797311056655182e-34 1.2759340492055352018e-29 0 1.2759486120028462934e-29
183.5 1.4483973113097996417e-34 3.7078971169530815576e-34 0 5.1562944282628809854e-34
184 1.4405787166198224031e-34 3.6878815145467391768e-34 0 5.1284602311665611522e-34
184.5 8.0596308365025518453e-31 1.2418474056846468897e-29 0 1.3224437140496724607e-29
185 9.1208336827496296061e-35 8.2087503144746430182e-34 0 9.1208336827496054443e-34
185.5 9.0719939649794434582e-35 8.1647945684814742022e-34 0 9.0719939649794184412e-34
186 8.0156718520802132449e-31 8.1211909371032827106e-34 0 8.0237930430173163788e-31
186.5 7.7212162741706861891e-31 1.2353946038673097903e-29 0 1.3126067666090167923e-29
187 8.9278056272183724313e-35 1.4284489003549344573e-33 0 1.5177269566271181816e-33
187.5 8.8805060779547068589e-35 1.4208809724727479657e-33 0 1.5096860332522951091e-33
188 7.6812959381382201479e-31 1.413373028026785399e-33 0 7.6954296684184884193e-31
188.5 7.6408148705797197693e-31 1.4059244347824033616e-33 0 7.6548741149275438662e-31
189 1.9666892373931095139e-34 1.3985345688128754248e-33 0 1.5952034925521862479e-33
189.5 8.0970177550657481173e-31 1.39120281436872994e-33 0 8.110929783209435013e-31
190 1.3514927380366055461e-34 1.2820800710110410923e-29 0 1.2820935859384215172e-29
190.5 8.054244620526810721e-31 7.7440005966245473347e-34 0 8.0619886211234345944e-31
191 8.5596886417210841102e-35 1.2360190398645194275e-29 0 1.2360275995531611641e-29
191.5 8.5152804746407440847e-35 1.3624448759425146061e-33 0 1.4475976806889221111e-33
192 8.4712170014874525409e-35 1.355394720237987788e-33 0 1.4401068902528623562e-33
192.5 8.4274946641402726479e-35 1.3483991462624391762e-33 0 1.4326740929038418599e-33
193 8.3841099502711794095e-35 1.341457592043384087e-33 0 1.4252986915460959238e-33
193.5 8.3410593926396486349e-35 1.3345695028223391631e-33 0 1.417980096748735628e-33
194 8.0104390499986889459e-31 1.2816702479997902313e-29 0 1.3617746384997771909e-29
194.5 7.7280308811458391473e-31 7.430352388578427717e-34 0 7.7354612335344179051e-31
195 8.2138786466161507957e-35 7.3924907819545146547e-34 0 8.2138786466161300551e-34
195.5 8.1721309192913177992e-35 7.3549178273621615367e-34 0 8.1721309192912936374e-34
196 8.1307006644955058717e-35 1.2366795710697610553e-29 0 1.2366877017704254919e-29
196.5 8.0895846713899990231e-35 1.2943335474223953962e-33 0 1.375229394136295333e-33
197 8.0487797696257061899e-35 1.2878047631401085429e-33 0 1.3682925608363656582e-33
197.5 8.0082828287320175473e-35 1.2813252525971187022e-33 0 1.3614080808844388884e-33
198 7.9680907575163796777e-35 1.2748945212026168141e-33 0 1.3545754287777806216e-33
198.5 7.9282005034743779112e-35 1.2685120805558965315e-33 0 1.3477940855906403641e-33
199 7.8886090522101537126e-35 1.2621774483536206597e-33 0 1.3410635388757222182e-33
199.5 7.8493134268669005303e-35 1.2558901482987001505e-33 0 1.33438328256736922e-33
200 7.6935953572299228049e-31 1.2496497100107627277e-33 0 7.7060918543300302013e-31
200.5 1.2143121766974344361e-34 1.281039116531824651e-29 0 1.2810512596535915121e-29
201 1.2083081701870750627e-34 6.959855060277540182e-34 0 8.1681632304646152447e-34
201.5 1.2023485828700116316e-34 6.9255278373312541343e-34 0 8.127876420201265552e-34
202 1.1964329776581185237e-34 6.8914539513107514411e-34 0 8.0878869289688706063e-34
202.5 1.190560922826299307e-34 6.8576309154794714528e-34 0 8.0481918383057701183e-34
203 1.1847319919337135177e-34 6.8240562735381774431e-34 0 8.0087882654718905331e-34
203.5 7.6588561017712289335e-31 1.2745516630899002074e-29 0 1.3511402241076125756e-29
204 1.6894106239117494447e-34 3.0033966647319976824e-34 0 4.6928072886437469133e-34
204.5 1.6811996488273518643e-34 2.9887993756930684606e-34 0 4.6699990245204203249e-34
205 8.0812419848699533715e-31 2.9743082485475110152e-34 0 8.0842162931185003642e-31
205.5 1.1562196313823360688e-34 1.2682970876185992381e-29 0 1.2683086498149131191e-29
206 1.1506407751945997202e-34 7.3641009612454448807e-35 0 1.8870508713191442083e-34
206.5 1.1451021994789009022e-34 1.2500411972026616282e-29 0 1.2500526482246564257e-29
207 8.0410424186960564029e-31 2.9173850045155816945e-34 0 8.0439598037005721035e-31
207.5 8.0025225103937846553e-31 1.2682383157424432741e-29 0 1.3482635408463811557e-29
208 4.0634075152750364754e-35 7.2238355827111520796e-35 0 1.1287243097986188021e-34
208.5 4.0440349206197017971e-35 7.1893954144350029659e-35 0 1.1233430335054704763e-34
209 4.0248005368419249124e-35 7.1552009543856214811e-35 0 1.1180001491227545324e-34
209.5 4.0057030523350452005e-35 7.1212498708178361582e-35 0 1.1126952923152881359e-34
210 3.9867411710143291435e-35 7.0875398595810071372e-35 0 1.1074281030595336815e-34
210.5 7.740120907259642053e-31 7.054068643728092631e-35 0 7.7408263141240148357e-31
211 7.0208339731311482018e-35 1.2621774483536188887e-29 0 1.2621844691875921438e-29
211.5 7.7040865705736451883e-31 2.7906670588609129713e-64 0 7.7040865705736451883e-31
212 1.0867289685977966086e-34 2.7775807131893607427e-64 0 1.0867289685977966086e-34
212.5 1.0816448634350746596e-34 2.7645862013544330182e-64 0 1.0816448634350746596e-34
213 1.07659635287609021e-34 2.7516826660993995122e-64 0 1.07659635287609021e-34
213.5 1.0715831054235401608e-34 2.7388692601472090198e-64 0 1.0715831054235401608e-34
214 7.6699977337486530419e-31 2.7261451460613978491e-64 0 7.6699977337486530419e-31
214.5 1.5287919739857404532e-34 1.2563272710665003122e-29 0 1.2563425589862401799e-29
215 1.5217224251948578531e-34 6.7632107786438185012e-35 0 2.1980435030592398101e-34
215.5 8.0718458950242293557e-31 6.7320080023554661226e-35 0 8.0725190958244656102e-31
216 1.0470344788870741001e-34 6.7010206648772760797e-35 0 1.717136545374801815e-34
216.5 1.042226060537739355e-34 6.6702467874415327702e-35 0 1.7092507392818927389e-34
217 1.0374506896791818573e-34 6.6396844139467648704e-35 0 1.7014191310738584513e-34
217.5 1.0327080641635746936e-34 6.6093316106468835554e-35 0 1.693641225228263156e-34
218 1.0279978852883265706e-34 6.5791864658452931306e-35 0 1.6859165318728558836e-34
218.5 7.6744486723803988313e-31 6.549247089593892823e-35 0 7.6751035970893584584e-31
219 1.4668901130142825618e-34 6.5195116133968211264e-35 0 2.1188412743539646744e-34
219.5 8.0685031351619347978e-31 6.489978189918936285e-35 0 8.0691521329809267752e-31
220 1.0094757801091995243e-34 6.4606449926988843109e-35 0 1.6555402793790879554e-34
220.5 1.0049234712291713487e-34 6.4315102158667053557e-35 0 1.6480744928158418843e-34
221 1.000401886541543288e-34 1.2621774483536188887e-29 0 1.2621874523724844084e-29
221.5 9.9591075018433864162e-35 3.8024736706031980867e-64 0 9.9591075018433864162e-35
222 7.6777871689953486247e-31 3.785441335142464741e-64 0 7.6777871689953486247e-31
222.5 1.4213069775613964543e-34 3.7685231827455136014e-64 0 1.4213069775613964543e-34
223 1.4149689387334828976e-34 3.7517181950593828383e-64 0 1.4149689387334828976e-34
223.5 8.065280149430511943e-31 3.7350253650586965773e-64 0 8.065280149430511943e-31
224 9.739023521247087352e-35 3.7184436968948058777e-64 0 9.739023521247087352e-35
224.5 9.695882827776340238e-35 1.2565864144798100008e-29 0 1.2565961103626377133e-29
225 7.6805669895324012488e-31 6.1779380156708862924e-35 0 7.6811847833339685681e-31
225.5 1.3839058027648149797e-34 6.1506924567325258696e-35 0 1.9989750484380676736e-34
226 1.3778160156395670084e-34 6.1236267361758675064e-35 0 1.9901786892571538659e-34
226.5 1.3717663368171235607e-34 6.0967392747427837349e-35 0 1.981440264291402148e-34
227 8.0625533067133475011e-31 6.0700285104725725427e-35 0 8.0631603095643943118e-31
227.5 9.4429576538673182091e-35 6.0434928984750909665e-35 0 1.5486450552342409176e-34
228 8.0270030631563882552e-31 6.0171309107073867991e-35 0 8.0276047762474595664e-31
228.5 5.990941035753694774e-35 5.9909410357536969122e-35 0 1.1981882071507391686e-34
229 5.9649217786088089849e-35 1.2621774483536188887e-29 0 1.2621834132753974337e-29
229.5 5.9390716604647257016e-35 2.9281884039041514561e-64 0 5.9390716604647257016e-35
230 5.9133892185005148842e-35 2.9155259823940430525e-64 0 5.9133892185005148842e-35
230.5 5.8878730056753733577e-35 2.9029455181771352222e-64 0 5.8878730056753733577e-35
231 5.8625215905247837383e-35 2.8904463054869317596e-64 0 5.8625215905247837383e-35
231.5 5.8373335569597598689e-35 2.8780276461376552402e-64 0 5.8373335569597598689e-35
232 5.8123075040690750594e-35 1.2567661900673304364e-29 0 1.2567720023748344493e-29
232.5 5.7874420459244806173e-35 5.7874420459244838246e-35 0 1.1574884091848963373e-34
233 5.7627358113888173775e-35 5.7627358113888195157e-35 0 1.1525471622777636893e-34
233.5 5.7381874439269892293e-35 5.7381874439269913675e-35 0 1.1476374887853980597e-34
234 5.7137956014197580139e-35 5.7137956014197601521e-35 0 1.1427591202839518166e-34
234.5 5.6895589559802945764e-35 5.6895589559802967146e-35 0 1.1379117911960591291e-34
235 5.6654761937734517618e-35 5.6654761937734539e-35 0 1.1330952387546905662e-34
235.5 5.6415460148377037606e-35 5.6415460148377058989e-35 0 1.128309202967540966e-34
236 5.6177671329097208014e-35 5.6177671329097229396e-35 0 1.1235534265819443741e-34
236.5 5.5941382752515214561e-35 5.5941382752515235943e-35 0 1.118827655050304505e-34
237 5.5706581824801587281e-35 5.5706581824801608663e-35 0 1.1141316364960319594e-34
237.5 5.5473256083999174682e-35 1.2621774483536188887e-29 0 1.2621829956792272343e-29
238 5.5241393198369440082e-35 3.2955692679627369573e-64 0 5.5241393198369440082e-35
238.5 5.5010980964763251145e-35 3.2818234257225066985e-64 0 5.5010980964763251145e-35
239 7.7251189991532446704e-31 3.268163405473947719e-64 0 7.7251189991532446704e-31
239.5 8.0203580737726980106e-31 3.2545884942630686778e-64 0 8.0203580737726980106e-31
240 7.9871131019874184421e-31 3.2410979865239821184e-64 0 7.9871131019874184421e-31
240.5 3.0433274380657263427e-35 3.2276911839872342398e-64 0 3.0433274380657263427e-35
241 7.9539388689972572484e-31 1.2569672270890280521e-29 0 1.3365066157790007122e-29
241.5 1.3414575920433957937e-35 5.3658303681735040609e-35 0 6.7072879602169001219e-35
242 1.335942869855576973e-35 1.2518105316835397524e-29 0 1.2518118676264096161e-29
242.5 7.921039065516684124e-31 2.1287393349950723093e-34 0 7.9231678048516798014e-31
243 3.3125373942699676225e-36 2.1200239323327326654e-34 0 2.1531493062754321679e-34
243.5 3.2990030370441211898e-36 2.1113619437081909484e-34 0 2.1443519740786323007e-34
244 3.2855514586465112077e-36 2.1027529335337209876e-34 0 2.1356084481201860996e-34
244.5 3.2721819853950624015e-36 2.0941964706527937516e-34 0 2.1269182905067443355e-34
245 7.8886090522101180541e-31 2.0856921282860994758e-34 0 7.8906947443384049815e-31
245.5 3.098078365355127487e-64 2.0772394839783181631e-34 0 2.0772394839783181631e-34
246 3.0855482331344495609e-64 2.0688381195456666833e-34 0 2.0688381195456666833e-34
246.5 3.0730939643758745444e-64 2.0604876210241660224e-34 0 2.0604876210241660224e-34
247 7.8568322101724436822e-31 2.0521875786186517741e-34 0 7.8588843977510626483e-31
247.5 3.1936524791445935124e-36 2.0439375866524958008e-34 0 2.0758741114439419363e-34
248 3.1808394429969948376e-36 2.0357372435180326489e-34 0 2.0675456379480025104e-34
248.5 3.168103361918330895e-36 2.0275861516276890085e-34 0 2.0592671852468723776e-34
249 3.1554436208841058797e-36 2.0194839173657849988e-34 0 2.051038353574626238e-34
249.5 7.8886090522101180541e-31 1.2471068079469439606e-29 0 1.3259928984690451411e-29
250 2.7225259693663226909e-64 1.2421432036852227971e-29 0 1.2421432036852227971e-29
