#$(time) $(c_NaMSD[1]) $(c_NaMSD[2]) $(c_NaMSD[3]) $(c_NaMSD[4])
143 8.9055000628465785845e-31 3.8043060629871330223e-33 0 8.9435431234764504074e-31
143.5 3.0601996299326892319e-33 3.7780242344847977449e-33 0 6.8382238644174873189e-33
144 3.0391311925280393097e-33 3.7520138179358465395e-33 0 6.791145010463885165e-33
144.5 3.0182795820976148372e-33 3.7262710890093974097e-33 0 6.7445506711070119047e-33
145 2.9976418335007517132e-33 3.700792387037960601e-33 0 6.6984342205387119721e-33
145.5 6.8986850540335556695e-31 3.6755741137159983897e-33 0 6.9354407951707153934e-31
146 3.2946779904760232837e-33 3.6506127318293839132e-33 0 6.9452907223054071969e-33
146.5 3.2723790495235334608e-33 3.6259047640149906534e-33 0 6.8982838135385241142e-33
147 3.2503057293734644986e-33 3.6014467915495415534e-33 0 6.8517525209230067363e-33
147.5 8.8737796960122987827e-31 3.5772354531669623778e-33 0 8.9095520505439683655e-31
148 2.8781466295618219559e-33 3.5532674439034798246e-33 0 6.4314140734653014384e-33
148.5 8.8111424426739461346e-31 3.5295395139696932648e-33 0 8.8464378378136429989e-31
149 8.7524993946388189839e-31 3.5060484676489413543e-33 0 8.7875598793153086233e-31
149.5 8.6944398573690524296e-31 1.2959465914625160231e-29 0 1.3828909900362065824e-29
150 1.9461175351380188214e-33 2.2142492844236988358e-33 0 4.1603668195617179994e-33
150.5 1.9332930722993156529e-33 2.1996578955938855259e-33 0 4.1329509678932015209e-33
151 1.9205949583917055329e-33 2.1852102637701154671e-33 0 4.105805222161821e-33
151.5 1.9080215390994663694e-33 2.1709045067087238326e-33 0 4.0789260458081905442e-33
152 8.62695509148528601e-31 2.156738772871321352e-33 0 8.6485224792139986864e-31
152.5 1.6405132937571597559e-33 2.1427112408256748997e-33 0 3.7832245345828346556e-33
153 1.6298779033492003851e-33 2.1288201186601771903e-33 0 3.7586980220093779176e-33
153.5 1.6193456019869773261e-33 2.115063643411558675e-33 0 3.734409245398536001e-33
154 1.6089150616370300453e-33 2.1014400805055049999e-33 0 3.7103551421425350452e-33
154.5 1.5985849755825374875e-33 2.0879477232098409927e-33 0 3.6865326987923788223e-33
155 1.5883540580140390271e-33 2.0745848920999650616e-33 0 3.6629389501140044308e-33
155.5 1.5782210436292970441e-33 2.0613499345362206332e-33 0 3.6395709781655176773e-33
156 1.5681846872420643828e-33 2.048241224152897067e-33 0 3.6164259113949614498e-33
156.5 1.5582437633995319236e-33 2.0352571603585692503e-33 0 3.593500923758101174e-33
157 1.5483970660082373157e-33 2.0223961678474905508e-33 0 3.5707932338557278664e-33
157.5 1.5386434079682207063e-33 2.0096566961217548295e-33 0 3.5483001040899751937e-33
158 8.5467732325579780901e-31 1.9970372190239610087e-33 0 8.5667436047482168244e-31
158.5 1.3101039984114858804e-33 1.9845362342801171072e-33 0 3.2946402326916031587e-33
159 8.4913480876055492084e-31 1.9721522630525298967e-33 0 8.5110696102360740831e-31
