# time e1bpip e2bpip e3bpip e4bpip edisp ebuck eele etot
6650 230.33203969722296733 2467.6284553372461232 62.028020394120972014 0 0 0 -3504.1370374114608239 -2338.591420977447342
6700 229.11947241439003164 2388.4811667217527429 71.623211400850522068 0 0 0 -3438.6377068572755888 -2311.360296483874663
6750 237.00700903810016484 2375.0127914676577348 72.307079887866052559 0 0 0 -3443.65584948706055 -2314.5993509374161476
6800 227.39119786603487228 2422.2662891477152698 59.902460576028921935 0 0 0 -3437.195349271323721 -2300.6889659406797364
6850 237.5280520110731004 2508.9341403145854201 68.803517227608494977 0 0 0 -3516.2075741676553662 -2312.9274104359760713
6900 250.6737028307798596 2430.3637514289493993 71.150610224321582109 0 0 0 -3447.5542172577061137 -2287.1114743993794036
6950 248.4393092053803116 2426.7086056065872981 78.470238084089203312 0 0 0 -3420.6892342079881928 -2258.1345418819837505
7000 253.47108351568093099 2474.6237607388475226 64.727334087368163296 0 0 0 -3488.4967375842779802 -2300.9764807684878178
7050 233.82032941916577329 2433.5519087407146799 75.201979758520707264 0 0 0 -3490.0081081168746095 -2343.2923997278371644
7100 261.7371540011080242 2531.2894157471109793 85.369084939600099915 0 0 0 -3599.5199904102491928 -2347.9994042055486716
7150 245.22435646993614 2576.0013401427895587 74.240761395756408092 0 0 0 -3583.3009201129007124 -2326.6452555697460411
7200 258.47286014296355461 2460.5843996336579949 68.04952051606633745 0 0 0 -3483.6722137422793821 -2284.2561711539492535
7250 236.19395715787265999 2362.4178448868296982 66.084400339861744555 0 0 0 -3360.865666729957411 -2241.5840408012827538
7300 263.5171424603999526 2380.8496420029614455 73.611215977214868644 0 0 0 -3441.682565960753891 -2278.2774274327839521
7350 229.4726738517131821 2405.5626318637805525 75.227702014285114274 0 0 0 -3452.7149425458746919 -2303.3239098776944047
7400 245.09054146947886466 2528.786235364013919 89.208539716002164255 0 0 0 -3560.1644264605738499 -2301.4184916302488091
7450 263.82258626516647837 2551.2892525831371131 64.697090429316659765 0 0 0 -3592.2306058684289383 -2322.6162777202698635
7500 242.17099896523870939 2516.2575599009396683 62.928578047839110354 0 0 0 -3553.1898415051546181 -2336.0237842140372777
7550 237.11058950094746933 2412.1125340406442774 56.871480032830106666 0 0 0 -3439.9601084913060731 -2302.3454593917158491
7600 238.91507997870360214 2489.3959142552166668 66.84509623198078998 0 0 0 -3477.5130960987371509 -2279.4041370041372829
7650 248.09811713705843772 2529.3185552856707545 57.579191594476782257 0 0 0 -3527.5369304013001965 -2304.5631438939681175
7700 244.88479565251063264 2454.7230597275993205 58.163453757765253727 0 0 0 -3442.0376565068045238 -2267.4052147178135783
7750 237.7946890416384349 2400.8841710705919468 71.396387749024412983 0 0 0 -3467.9407592164016023 -2329.2773464064280233
7800 214.79119394113268982 2504.5218884717605761 65.05663475506887039 0 0 0 -3511.1717468428514621 -2331.9400050819749595
7850 255.00869002779307948 2585.0615976721214793 55.236307205789742625 0 0 0 -3581.9893714764280048 -2332.5848336777007717
7900 245.34075234339653093 2494.9276861315283895 60.000569079432139574 0 0 0 -3491.1283027980553015 -2303.7636807121662059
7950 238.75275793244929901 2431.5840741197007446 55.644686059260060063 0 0 0 -3432.9047143006023362 -2297.7115649104734985
8000 258.56761699115418196 2534.3421031837474402 73.763283343888645049 0 0 0 -3544.0684851780015379 -2297.8780887470556991
8050 212.71420560419778667 2306.4095162930525476 79.676646981405838233 0 0 0 -3424.5883227959011492 -2360.7806679828081542
8100 228.01063438358391977 2461.6881509982426905 72.526491241731562809 0 0 0 -3495.5641175432620003 -2319.7063322589638119
8150 242.16678779211224537 2548.7336353087448515 89.068534911168455892 0 0 0 -3590.2793302422878696 -2330.6891360359727514
8200 213.66224960363399532 2538.1634665393194155 77.519489446651888898 0 0 0 -3552.2483000831466597 -2332.4050293892105401
8250 246.03282111151528966 2619.3824026997922374 74.741569500327628361 0 0 0 -3617.8665807416919051 -2318.0586830510192158
8300 234.7094154038605609 2606.4767568440393006 70.715806372329382157 0 0 0 -3659.0463828462720812 -2378.099214697221214
8350 229.69238858198946218 2409.3732288019104999 70.168229564344414939 0 0 0 -3506.6886563902812668 -2349.5001437170726604
8400 236.40655274337544256 2399.4492369487397809 66.094252549851049139 0 0 0 -3505.0820085456580273 -2348.8558470774319176
8450 259.87845234589389065 2522.317966387467095 69.237367212926017146 0 0 0 -3552.0524459642620059 -2290.9403634361628974
8500 253.92284150221334471 2539.5293538562209505 60.670825830738309037 0 0 0 -3571.4389691884016429 -2317.1334084124191577
8550 257.86381747669122433 2596.0403662352355241 57.449861479312708923 0 0 0 -3627.1260152896179534 -2333.4407345949716728
8600 257.80167547034182007 2532.4840688678746119 66.359747940064835348 0 0 0 -3579.6325134995272492 -2321.0101567986321243
8650 268.65167641644080732 2556.2573321259465047 80.561583240078050494 0 0 0 -3631.1796455810317639 -2339.9430896062303873
8700 264.78017174682918267 2559.6831664983828887 72.771579599313241715 0 0 0 -3616.2214985968907968 -2341.8252333521090804
8750 232.62917325074704422 2518.9582063777861549 74.417279971786953752 0 0 0 -3532.8968545195994011 -2313.6359222451810638
8800 272.78140816771463051 2487.6150864765604638 77.946017714207954441 0 0 0 -3531.4279017070821283 -2289.3502142073011782
8850 264.52418651587186105 2497.8061349422227977 73.078461472270660693 0 0 0 -3492.7931772359170282 -2252.2150983343508415
8900 258.09070329149494682 2428.1048218055802863 80.930651627778502188 0 0 0 -3478.6357956376173206 -2275.4318896830627637
8950 254.54864778506305356 2392.072633413838048 74.114827401671561802 0 0 0 -3454.6964054029117506 -2280.6222586067769953
9000 242.85287423904884463 2294.9130319644918927 76.113320816331111018 0 0 0 -3421.1189655012340154 -2318.6308598303785402
9050 261.01896844687973953 2442.0944093563552997 74.746448694611956398 0 0 0 -3532.7776739347978037 -2319.6459685735117091
9100 228.70538538691124586 2626.5577426414361071 73.286413601301859444 0 0 0 -3645.8086228801994366 -2354.0829515506702592
9150 242.4307563109603052 2711.2599567021702569 72.433481268295665245 0 0 0 -3742.4397559178687516 -2393.8837289770417556
9200 242.79871413649863143 2638.5677142811005069 74.925830374144226198 0 0 0 -3667.5481721204632777 -2367.2589372850356995
9250 261.28492394661168419 2574.8484595410709517 76.479597831773645566 0 0 0 -3635.4236954287703156 -2358.6329096837730503
9300 264.4666614212609943 2473.2787677334390537 73.997082670496041601 0 0 0 -3538.8546826286274154 -2321.2855332517083298
9350 253.90563035792709456 2437.7414291317995776 87.460098065963904901 0 0 0 -3508.7956702207461603 -2303.8802780283899665
9400 249.42384520760288069 2314.8088274586089028 78.753934017035675197 0 0 0 -3377.0184390911831542 -2266.9608506038193809
9450 278.24980546948881965 2429.6030813509905784 84.880529241514580008 0 0 0 -3499.889948211605315 -2284.9391168955630746
9500 231.99376625423587939 2455.533481425836726 80.546950434014988218 0 0 0 -3539.5050396779179209 -2368.8360693263389294
9550 259.40624593577626911 2678.0043315118909959 87.393224498093687203 0 0 0 -3704.7871617711562067 -2367.4238945219412926
9600 244.09752337917763043 2673.543521461848286 82.511772834933296394 0 0 0 -3702.1468949489285478 -2389.8409946679594213
9650 247.8921176018108099 2608.2512459860213312 81.968403943866363193 0 0 0 -3620.471072310469026 -2337.4466526786191025
9700 267.51785194527514022 2529.056565919901459 77.376187818074754432 0 0 0 -3574.4468749896786903 -2324.6371794536339621
9750 247.03123129628482957 2397.5053659442696699 66.555688613901338613 0 0 0 -3458.2318355421002707 -2314.4168720072580072
9800 260.74067045550901867 2323.8697446777619007 75.78218264640518953 0 0 0 -3417.2141647906796607 -2294.476918790527634
9850 264.96041741390638435 2471.9812005146709453 72.537071150067404801 0 0 0 -3510.2241883452616094 -2286.8923904711082287
9900 278.89595055564734594 2584.2381720618641339 83.600576332491982612 0 0 0 -3597.8399856355690645 -2275.7022798563793913
9950 261.13112921933191046 2608.9430353433772325 76.185280535343736119 0 0 0 -3634.6793679888569386 -2323.0527409207420533
10000 259.73693310038345317 2485.9146190610417761 71.90464556350445946 0 0 0 -3582.3496614695163771 -2345.2941800645126023
10050 250.33024952098546123 2402.1074743098602085 70.35011796876290191 0 0 0 -3494.4690967875458227 -2323.6580471808933908
10100 258.80997305580939383 2452.4815644967247863 79.734395499223808201 0 0 0 -3554.4792564001086248 -2331.6805131003284259
10150 271.95912056021302305 2568.0440838312038068 70.009027273634927724 0 0 0 -3621.695100991203617 -2330.7120065946933209
10200 281.3802354560356207 2594.4471156788595181 73.687853047987957211 0 0 0 -3596.9288813770626803 -2279.2162994517038896
10250 259.3719239873843776 2500.6594734342752417 69.501456144312612651 0 0 0 -3513.8872392689863773 -2283.9117757259764403
10300 260.16808879801612875 2450.2813341487390062 78.807784443475568992 0 0 0 -3504.9757538402850514 -2302.0341792328404154
10350 261.07155924336211683 2553.7756210311945324 69.799824780749361253 0 0 0 -3586.9580947025474416 -2327.8821380330864486
10400 275.08469430421325796 2629.6710596608804735 77.550491601436078781 0 0 0 -3640.4053617977069734 -2305.0302384082297067
10450 257.06597497539121377 2524.3335894107685817 78.027269774924945978 0 0 0 -3558.5714452021084071 -2307.4029382071275904
10500 246.68796914557938749 2432.6663967300423792 79.447889442814783933 0 0 0 -3496.7174411159617193 -2312.8130892179024158
10550 256.18144146095704627 2447.2665158941399568 66.033030600956408307 0 0 0 -3530.3901149396169785 -2338.4751711588173748
10600 273.32259032269314503 2623.7977900586674878 69.932131854043305452 0 0 0 -3642.0714035086830336 -2309.357626619311759
10650 266.05035069648090484 2676.6288777343097536 76.4601923328547457 0 0 0 -3686.3593031071968653 -2318.9959923143801461
10700 276.26780480497473036 2691.6278335610504655 79.268306211981254705 0 0 0 -3698.2435205198662516 -2295.3034941645896652
10750 289.85239521881254632 2527.7069862477137576 75.361800426361000405 0 0 0 -3606.7782656713698088 -2294.8037465318607246
10800 270.8379891721764352 2425.1933633158882913 66.979523491895207599 0 0 0 -3537.7395527850922008 -2311.6550401316007992
10850 260.67978432869114158 2435.8516822673809656 72.355696974918174647 0 0 0 -3535.1958175292193118 -2302.4913793258865553
10900 278.37502777413379818 2514.8580897043602818 70.586258788101005734 0 0 0 -3620.1887581160908667 -2324.9948718638615901
10950 261.78672682193922583 2457.4619883529394428 68.337301622225851361 0 0 0 -3545.8658216214630556 -2316.2694284498056732
11000 249.79354728889293824 2473.7643935373625936 78.139057745167832536 0 0 0 -3524.2974083425024219 -2294.1005884079086172
11050 264.72008234204866994 2447.2454286935580967 73.273037592424586251 0 0 0 -3510.3778414750136108 -2299.7462641309216451
11100 265.3853066128036744 2544.8533545291220435 82.586004203364893783 0 0 0 -3591.3184243116188554 -2313.2717744454494095
11150 250.28825109731272391 2664.471007097871734 73.722692474327459422 0 0 0 -3661.1594799201993737 -2337.1701475860327264
11200 255.68364833207863285 2671.4056230176784084 78.990934590431834295 0 0 0 -3713.4533678938005323 -2370.3536018427789713
11250 266.25922570935983913 2474.4429083086824903 82.36262400560165986 0 0 0 -3569.9439110014827747 -2343.5312581964922174
11300 244.80543395634430226 2387.8747804280674245 79.064934232343972553 0 0 0 -3481.4724425487888766 -2331.407363702908242
11350 270.6835831193282047 2450.9390833087290957 75.812337891309368842 0 0 0 -3519.5429845694643518 -2312.6431627015945196
11400 273.48471412382878043 2469.8526826231436644 70.007339062658701323 0 0 0 -3545.2163350148703103 -2338.7853725131180909
11450 258.48864602417137348 2601.157221583327555 56.703538725619864636 0 0 0 -3579.9985046536312439 -2314.2550716901469059
11500 262.79676021620878146 2653.4247105322992866 52.531137207966494884 0 0 0 -3646.8011779863663833 -2349.0407939619885838
11550 270.76262319406464485 2512.996456200978173 63.526888363349456768 0 0 0 -3595.1353429859477728 -2366.7529869912514187
11600 257.22552370493247054 2534.7549700012123139 75.229246058874821301 0 0 0 -3594.8400768341944058 -2353.3646090904335324
11650 264.4927645924897206 2566.3162184965835877 76.857838320445836189 0 0 0 -3620.7969548956912149 -2352.3084227329645728
11700 280.74333458517872941 2622.9378216437057745 63.588717814880652668 0 0 0 -3638.9866525422457926 -2319.7645507277979959
11750 277.18784069966665129 2604.855020555989995 56.508883214596963285 0 0 0 -3621.7161251271522815 -2318.9543369661305405
11800 275.77439215518904803 2521.131107218287525 64.168368480915148666 0 0 0 -3593.2534706320307123 -2340.5941178234052131
