# step time temp etotal ke pe enthalpy density lx ly lz vol pxx pyy pzz press
3100 1550 297.99999999999988631 -1527.8923130365105862 681.31182988829971237 -2209.2041429248101849 -1601.7126113413523854 0.93709091492825369318 20.142671445823928877 20.142671445823928877 20.142671445823928877 8172.4299475733851068 -158.38190226459880705 -991.25595334117531365 -708.465871949507914 -619.36790918509495896
3200 1600 297.99999999999988631 -1486.4975841031568962 681.31182988829971237 -2167.8094139914564948 -1444.7253047221506677 0.94547101291594148886 20.082983827762120654 20.082983827762120654 20.082983827762120654 8099.9943437075817201 898.69807086205400992 -376.56352464813375036 538.7028568336012313 353.61246768250657624
3300 1650 297.99999999999988631 -1491.8456770315556241 681.31182988829971237 -2173.1575069198552228 -1372.1226006731565121 0.94861849300448730649 20.060747691152272409 20.060747691152272409 20.060747691152272409 8073.1188704776568557 1965.4961501730576856 128.317666552051179 956.76244129561666796 1016.8587526735738038
3400 1700 297.99999999999988631 -1531.1519133855522341 681.31182988829971237 -2212.4637432738518328 -1526.2864720424688585 0.94749290062861857287 20.068688397620864095 20.068688397620864095 20.068688397620864095 8082.7094869815518905 845.07606371744225271 -981.11472377015013535 259.86431593259959527 41.275218626629786911
3500 1750 297.99999999999988631 -1556.0262974553779713 681.31182988829971237 -2237.33812734367757 -1533.0814053295378017 0.94775065309538042424 20.0668689236468758 20.0668689236468758 20.0668689236468758 8080.5112945544778995 -1150.7265928364922729 1199.6095939379526953 535.2241777877424056 194.70239296306621668
3600 1800 297.99999999999988631 -1556.9521633943118104 681.31182988829971237 -2238.2639932826114091 -1577.7041684227322094 0.94828276227403818233 20.063114852466505056 20.063114852466505056 20.063114852466505056 8075.9770834529608692 -314.65791941484593508 -373.94771950932306481 160.02609560688631518 -176.193181105762676
3700 1850 297.99999999999988631 -1552.8646750906050329 681.31182988829971237 -2234.1765049789046316 -1463.0254132166455747 0.94504340616412618736 20.086012374573996908 20.086012374573996908 20.086012374573996908 8103.6593735341939464 1207.2337347554675944 1361.755449602431554 -288.48768218996059431 760.16716738931188502
3800 1900 297.99999999999988631 -1556.1469573866993414 681.31182988829971237 -2237.4587872749989401 -1513.1620168100175761 0.93865176202168287833 20.131500432907884601 20.131500432907884601 20.131500432907884601 8158.8403352740915579 508.84488715433690231 -274.72312037246382488 849.63859244566947382 361.253453075846096
3900 1950 297.99999999999988631 -1528.3469808482245753 681.31182988829971237 -2209.658810736524174 -1393.6245111590242232 0.93132263131137038581 20.184171416819737033 20.184171416819737033 20.184171416819737033 8223.0470937607769883 1984.5635121408622581 1522.0368843935343648 -136.4240715745947341 1123.3921083199327313
4000 2000 297.99999999999988631 -1516.9795043659983094 681.31182988829971237 -2198.291334254297908 -1467.4476434510393119 0.92248111013156230964 20.24845155857111223 20.24845155857111223 20.24845155857111223 8301.8608973644913931 638.30509227510208348 738.98692951449129396 -149.98121632281353754 409.10360182225866765
4100 2050 297.99999999999988631 -1489.1648054725787915 681.31182988829971237 -2170.4766353608783902 -1763.8498343008482152 0.9147731906064319185 20.305164019001857412 20.305164019001857412 20.305164019001857412 8371.8127459350544086 -2898.7246682608770243 -1861.013218327756249 -1989.5950079373260451 -2249.7776315086548493
4200 2100 297.99999999999988631 -1510.8068156452982294 681.31182988829971237 -2192.118645533597828 -1705.0341507446780724 0.91419674813550910741 20.309430897613403033 20.309430897613403033 20.309430897613403033 8377.091553188758553 -1992.2407244817293304 -2498.385063547444588 -278.760018325846886 -1589.7952687850079201
4300 2150 297.99999999999988631 -1515.8422961220130674 681.31182988829971237 -2197.154126010312666 -1479.1161382908376254 0.92475474353606668121 20.231843429901410047 20.231843429901410047 20.231843429901410047 8281.4496603443694767 -1211.8219388333284314 331.14106371681867813 1792.9321842981055397 304.08376972719713649
4400 2200 297.99999999999988631 -1545.0423502172507142 681.31182988829971237 -2226.3541801055503129 -1795.6157333709372779 0.93995216972247463971 20.122212286436795381 20.122212286436795381 20.122212286436795381 8147.5527196450393603 -1398.1237498495765976 -983.47240470801693846 -3944.7524983116982185 -2108.7828842897652066
4500 2250 297.99999999999988631 -1572.9246200861980469 681.31182988829971237 -2254.2364499744976456 -1592.741371555122214 0.95782079437883471673 19.996296030625494211 19.996296030625494211 19.996296030625494211 7995.5560598631245739 -1728.8203537857357333 105.51173495861559104 1113.4741951173905363 -169.94480790324396935
4600 2300 297.99999999999988631 -1604.7259258480671633 681.31182988829971237 -2286.037755736366762 -1676.9203912453592693 0.97171942074480133211 19.900501326076373232 19.900501326076373232 19.900501326076373232 7881.1946054229110814 -426.10061385425854041 245.7389183505215442 -1703.9694161751203865 -628.11037055962015074
4700 2350 297.99999999999988631 -1605.0018008124529842 681.31182988829971237 -2286.3136307007525829 -1526.7974328820123446 0.98189274833750683769 19.831533312452748419 19.831533312452748419 19.831533312452748419 7799.5380551748476137 1161.814315201972704 -1095.2889973026294683 1996.0389713444292283 687.52142974792343466
4800 2400 297.99999999999988631 -1622.1702685332188594 681.31182988829971237 -2303.4820984215184581 -1490.0240056781324256 0.98643070539486377157 19.801075689472522612 19.801075689472522612 19.801075689472522612 7763.6572086358737579 1788.4679634232538774 2042.3936722733844817 -329.524746916582842 1167.1122962600172741
4900 2450 297.99999999999982947 -1610.726873474254262 681.31182988829959868 -2292.0387033625538606 -1617.4604608948677651 0.98504391354816212001 19.810363632046595228 19.810363632046595228 19.810363632046595228 7774.5872558849769121 479.70543885226658176 -1667.756429973513832 1009.8892180910828529 -59.387257676723450572
5000 2500 297.99999999999988631 -1623.9640598129608406 681.31182988829971237 -2305.2758897012604393 -1533.7378254093680425 0.97923723814635965645 19.849443615287995613 19.849443615287995613 19.849443615287995613 7820.6889591488043152 1910.0405140470584229 -209.59432201172145938 672.74749337605123856 791.06456180379450416
5100 2550 297.99999999999988631 -1636.3101235641711355 681.31182988829971237 -2317.6219534524707342 -1746.9705060439357567 0.97466453395941821114 19.880436863127627589 19.880436863127627589 19.880436863127627589 7857.3802471789431365 -3075.2107958420815521 1058.963301739940789 -880.82765991836913599 -965.69171800683750462
5200 2600 297.99999999999988631 -1573.9529849199416276 681.31182988829971237 -2255.2648148082412263 -1479.1674834520611057 0.97162638125706835002 19.901136506220080236 19.901136506220080236 19.901136506220080236 7881.9492805973986833 600.80391156218172455 2605.7644739432212191 -732.83072141066054428 824.57922136491299625
5300 2650 297.99999999999988631 -1548.9672514687272269 681.31182988829971237 -2230.2790813570268256 -1412.8244413763495686 0.96848538526444694075 19.922627773427183939 19.922627773427183939 19.922627773427183939 7907.512052613459673 795.99821308732293801 3547.4578094613584653 -801.85027870600322331 1180.5352479475579912
5400 2700 297.99999999999988631 -1566.2913457854024273 681.31182988829971237 -2247.603175673702026 -1556.3144856698791045 0.96192182307656604046 19.967838347100069996 19.967838347100069996 19.967838347100069996 7961.468045568008165 755.96925290000308451 2.5580832788701761693 -500.74919241844770568 85.926047920140732117
5500 2750 297.99999999999988631 -1547.871697805878739 681.31182988829971237 -2229.1835276941783377 -1636.5563994184078638 0.95499632250362642694 20.015990133274009111 20.015990133274009111 20.015990133274009111 8019.2035050789654633 -972.97894411391655467 -84.94880497355359239 -1216.9750216681293296 -758.30092358520107609
5600 2800 297.99999999999988631 -1547.9682224544499149 681.31182988829971237 -2229.2800523427495136 -1471.770738965515875 0.95372773048856496203 20.024860895299521957 20.024860895299521957 20.024860895299521957 8029.87017357195964 1063.4359452319445154 -203.25146178288957799 1091.8049847072186367 650.66315605209024397
5700 2850 297.99999999999988631 -1516.3143547446265984 681.31182988829971237 -2197.6261846329261971 -1758.4633099081115688 0.95808616625769738029 19.994449660629530996 19.994449660629530996 19.994449660629530996 7993.3414409604793036 -4345.6987919159855664 -223.04314248194464199 -1662.8585190931839861 -2077.2001511637058684
5800 2900 297.99999999999988631 -1544.5516729381351979 681.31182988829971237 -2225.8635028264347966 -1198.3109638174732936 0.96104011110869436152 19.973943017923303955 19.973943017923303955 19.973943017923303955 7968.7723417950483054 3032.4390827952747713 2593.5819173414192846 3311.8086734608937149 2979.2765578658609229
5900 2950 297.99999999999988631 -1526.2392489938356448 681.31182988829971237 -2207.5510788821352435 -1537.3175629578868211 0.96031659925376255948 19.978957946271435731 19.978957946271435731 19.978957946271435731 7974.7760922904808467 -1731.3906709560621948 2638.4915657180517883 -1192.8603018963283375 -95.253135711447328049
6000 3000 297.99999999999988631 -1548.6279780370941808 681.31182988829971237 -2229.9398079253937794 -1665.6463011644573271 0.95831944101529520363 19.992827174882194186 19.992827174882194186 19.992827174882194186 7991.3956964548060569 545.67410950140299519 -1442.4786201146994244 -2115.3455245904424373 -1004.0500117345808349
6100 3050 297.99999999999988631 -1547.9635035296623755 681.31182988829971237 -2229.2753334179619742 -1519.4181204729161436 0.95849868275123739636 19.991580860371605866 19.991580860371605866 19.991580860371605866 7989.9012847638878156 -553.49873255111413073 1297.5303201095150598 -9.1119926812814924233 244.97319829237230238
6200 3100 297.99999999999988631 -1570.5153041925245816 681.31182988829971237 -2251.8271340808241803 -1732.9516148734242051 0.96046555496050023404 19.977925067426415495 19.977925067426415495 19.977925067426415495 7973.5393083134131302 458.03056551587440026 -1951.0034319446554036 -2697.6380772800257546 -1396.8703145696033516
6300 3150 297.99999999999988631 -1532.0405444328657723 681.31182988829971237 -2213.3523743211653709 -1480.3254518810090303 0.96464407500850479771 19.949037388620844524 19.949037388620844524 19.949037388620844524 7939.0005652510581058 99.907223895892414589 -92.735567223195033648 1332.8037843343388431 446.65848033567743869
6400 3200 297.99999999999988631 -1525.3081748772465289 681.31182988829971237 -2206.6200047655461276 -1202.4120731612988493 0.96868669675013230336 19.921247577721196365 19.921247577721196365 19.921247577721196365 7905.8687214882083936 3599.2476720633289915 5518.3169589995322895 -716.03102951316043345 2800.5112005165656228
6500 3250 297.99999999999988631 -1535.3510151170562494 681.31182988829971237 -2216.6628450053558481 -1817.9188084561258165 0.96734155798834853268 19.930477144694080494 19.930477144694080494 19.930477144694080494 7916.8622432438151009 -2547.4584073573273599 -1132.7997555016836486 -3661.7512560274444695 -2447.3364729621525839
6600 3300 297.99999999999988631 -1542.6850593567055512 681.31182988829971237 -2223.9968892450051499 -1466.9028748448915849 0.9663385897031343541 19.93737007880559986 19.93737007880559986 19.93737007880559986 7925.0791993221419034 1253.991997817307265 265.31102759124524937 447.71742190398305183 655.67348243751121117
6700 3350 297.99999999999988631 -1540.3299559473211957 681.31182988829971237 -2221.6417858356207944 -1482.3239208507245621 0.96584128337964569866 19.940791372120330038 19.940791372120330038 19.940791372120330038 7929.1597786759057271 2212.7537653891763512 -1216.1830218279931159 508.27289612854548295 501.6145465632416176
6800 3400 297.99999999999988631 -1552.6677355942938448 681.31182988829971237 -2233.9795654825934434 -1496.2486219920783697 0.96572859771442265409 19.941566936446733393 19.941566936446733393 19.941566936446733393 7930.0849895958617708 1532.576607473751892 3027.5820656851688 -3096.6551165825276257 487.83451885879640031
6900 3450 297.99999999999988631 -1557.2966695843592788 681.31182988829971237 -2238.6084994726588775 -1430.9025321977260319 0.96400506024225685042 19.95344432046161387 19.95344432046161387 19.95344432046161387 7944.2631295255359873 2916.59294130817716 -2060.3327529521393444 2416.5338485194620262 1090.9313456251650223
7000 3500 297.99999999999988631 -1578.3827770563943886 681.31182988829971237 -2259.6946069446939873 -1581.6698548563883833 0.95748203054201119766 19.998654029003098742 19.998654029003098742 19.998654029003098742 7998.3849434995554475 -106.32699581405589129 -326.04534354415665121 347.83412958733640608 -28.179403256959851376
7100 3550 297.99999999999988631 -1576.9086668896297851 681.31182988829971237 -2258.2204967779293838 -1483.0411620467448301 0.94726507293161499312 20.070297182280349091 20.070297182280349091 20.070297182280349091 8084.653467753764744 2359.6190509901412042 -1634.3905460421019598 1663.1284182348601917 796.11897439429901624
7200 3600 297.99999999999994316 -1563.4036884241606913 681.31182988829982605 -2244.7155183124605173 -1786.1143134514832127 0.93622884290725827405 20.148851952744749383 20.148851952744749383 20.148851952744749383 8179.9550556222575324 -4102.7746618266019141 -77.376791139037067069 -1420.4592317911728969 -1866.8702282522708629
7300 3650 297.99999999999988631 -1533.178978383577487 681.31182988829971237 -2214.4908082718770856 -1547.4292067697770108 0.93199331524518391756 20.179328589519307968 20.179328589519307968 20.179328589519307968 8217.1295989863356226 482.50159732386924816 -1176.7172214062629791 337.47952954024179917 -118.91203151405159133
7400 3700 297.99999999999988631 -1535.9096132832887633 681.31182988829971237 -2217.221443171588362 -1694.3439366037787295 0.93455549878850963097 20.160870450619064798 20.160870450619064798 20.160870450619064798 8194.6014620707755967 -940.9382192835657861 -2237.3396896992030634 -798.82475377624678003 -1325.7008875863389221
7500 3750 297.99999999999988631 -1509.0643058537657453 681.31182988829971237 -2190.3761357420653439 -1537.8908441609196416 0.94055272185307370325 20.117928631339289325 20.117928631339289325 20.117928631339289325 8142.3504273851112885 -563.37472027059095581 -660.60649107430697313 495.7185090873992408 -242.75423408583336027
7600 3800 297.99999999999988631 -1568.9047986804644097 681.31182988829971237 -2250.2166285687640084 -1670.2920482868473755 0.94783141016384309108 20.066298995451937515 20.066298995451937515 20.066298995451937515 8079.8228193712011489 751.71887669217881012 -268.82117444919862237 -3064.1286879219705952 -860.41032855966489024
7700 3850 297.99999999999988631 -1582.42641946694539 681.31182988829971237 -2263.7382493552449887 -1611.0803931600919441 0.95912200616402965014 19.987249148390418441 19.987249148390418441 19.987249148390418441 7984.7087310484203044 -405.43440816776143265 -891.90952648959319049 559.14885737764382156 -246.06502575990410264
7800 3900 297.99999999999988631 -1596.8798609508576192 681.31182988829971237 -2278.1916908391572179 -1573.1777715126042949 0.9707828667475817408 19.906898878791182028 19.906898878791182028 19.906898878791182028 7888.7979166919931231 2304.2407443321444589 -2069.3818892248996235 383.1876668592265105 206.01550732215628159
7900 3950 297.99999999999994316 -1592.3154577643656467 681.31182988829982605 -2273.6272876526654727 -1335.5894662798752961 0.97764893406296238254 19.860187040519278412 19.860187040519278412 19.860187040519278412 7833.3945754247552031 2710.2662162169071962 1394.4354062532806893 2636.932858941269842 2247.2114938038189393
8000 4000 297.99999999999988631 -1611.6650987591997364 681.31182988829971237 -2292.9769286474993351 -1572.7568316364445309 0.97860915453967567412 19.853689247587297473 19.853689247587297473 19.853689247587297473 7825.708375230729871 -892.08960391408788837 2831.1384981452370084 -916.31277409354549945 340.91204004586694509
8100 4050 297.99999999999988631 -1582.3799646653264972 681.31182988829971237 -2263.6917945536260959 -1794.5904035015596492 0.98140534910937449187 19.834815773447928677 19.834815773447928677 19.834815773447928677 7803.4115706711008897 -3834.0409413183156175 -1890.0580753608828672 130.03289354497192676 -1864.6887077114097337
8200 4100 297.99999999999988631 -1552.3191168253465548 681.31182988829971237 -2233.6309467136461535 -1295.0269137656891871 0.98486533486619309841 19.81156091750294479 19.81156091750294479 19.81156091750294479 7775.9969669346583032 1622.7723528398978488 1959.4059805096303535 3224.1972210689914391 2268.7918514728385162
8300 4150 297.99999999999988631 -1566.2235991764259779 681.31182988829971237 -2247.5354290647255766 -1688.4246990411388651 0.98418386748520059193 19.816132494717393797 19.816132494717393797 19.816132494717393797 7781.3812131743397913 -2167.3117035676473279 -996.4654128219993936 -66.678569855502374253 -1076.8185620817173458
8400 4200 297.99999999999988631 -1565.9020730576671667 681.31182988829971237 -2247.2139029459667654 -1447.8058395797197591 0.98247229735438768028 19.827633081597461739 19.827633081597461739 19.827633081597461739 7794.9371981082695129 1039.4294333860500501 1931.0380915649191138 146.04438832704627771 1038.8373044260040388
8500 4250 297.99999999999988631 -1560.4020249147506547 681.31182988829971237 -2241.7138548030502534 -1585.5267155730418835 0.98011815899741649982 19.843495002559990326 19.843495002559990326 19.843495002559990326 7813.6597985210783008 -1400.9932592427794589 642.62021577047778464 96.931314413247889661 -220.48057635301893242
8600 4300 297.99999999999988631 -1583.300765063050676 681.31182988829971237 -2264.6125949513502746 -1620.4686370319980142 0.97874277973512835427 19.852785682352440233 19.852785682352440233 19.852785682352440233 7824.6399517053187083 737.17389753595546154 -1320.5530553947687622 -393.74263390294464671 -325.70726392058702459
8700 4350 297.99999999999988631 -1579.00449499743263 681.31182988829971237 -2260.3163248857322287 -1565.9749196562997895 0.97670007743267006628 19.866616298746237135 19.866616298746237135 19.866616298746237135 7841.0046581434189648 -876.91922296262123382 1527.1200029061051282 -308.37570718190920616 113.94169092052358394
8800 4400 297.99999999999994316 -1584.5167997565179121 681.31182988829982605 -2265.8286296448177382 -1618.8059005508887367 0.97463338799049170635 19.88064863125867987 19.88064863125867987 19.88064863125867987 7857.6313423333249375 2363.1731335909244081 -2894.471908024097047 -366.35696588324935874 -299.21858010547413187
8900 4450 297.99999999999988631 -1613.5061454011488422 681.31182988829971237 -2294.8179752894484409 -1594.1961574834876956 0.97696277113597629338 19.86483550661757036 19.86483550661757036 19.86483550661757036 7838.8963049777257766 1803.4093491050837201 574.38500133419279337 -1871.0692145260497909 168.90837863774146399
9000 4500 297.99999999999988631 -1619.1918938732455899 681.31182988829971237 -2300.5037237615451886 -1586.2460397373192791 0.98350133525462679618 19.820715447852030877 19.820715447852030877 19.820715447852030877 7786.781351726261164 -400.60787331975586767 1988.4150990897205702 -717.4688034303430868 290.11280744653970487
9100 4550 297.99999999999988631 -1623.2466906142822154 681.31182988829971237 -2304.5585205025818141 -1648.3585220985810338 0.98910829323115712075 19.78319189317646476 19.78319189317646476 19.78319189317646476 7742.6404258940301588 1029.313665932107142 -1678.9391572888687278 -17.541671747018277472 -222.38905436792765613
9200 4600 297.99999999999988631 -1601.9351330377767226 681.31182988829971237 -2283.2469629260763213 -1608.1077290580542467 0.99313023542953660083 19.756450014239039348 19.756450014239039348 19.756450014239039348 7711.2845662646923302 2576.8590279561672105 -1279.1176788312582175 -1462.4007344356277827 -54.886461770240480007
9300 4650 297.99999999999988631 -1615.286690460128284 681.31182988829971237 -2296.5985203484278827 -1672.8123577343662873 0.99442101068402821706 19.747898244542682278 19.747898244542682278 19.747898244542682278 7701.2751887560343675 -956.77018081765709212 1858.8462389837504816 -2438.6178892789994279 -512.18061037096958898
9400 4700 297.99999999999988631 -1597.5473066542631386 681.31182988829971237 -2278.8591365425627373 -1448.0911514595281915 0.9935773200434663277 19.753486269050675617 19.753486269050675617 19.753486269050675617 7707.8146836358700966 532.05612598023458304 764.90324361180535107 2691.7087916135069463 1329.5560537351811945
9500 4750 297.99999999999994316 -1578.1601090165474943 681.31182988829982605 -2259.4719389048473204 -1673.3888257768592212 0.99345121355593812851 19.754322054891922278 19.754322054891922278 19.754322054891922278 7708.793096488968331 -1024.1263864318600554 1080.1270210218876855 -2597.1307787026621554 -847.04338137087916039
9600 4800 297.99999999999994316 -1595.1841991992444036 681.31182988829982605 -2276.4960290875442297 -1443.6287312539604955 0.99444626492474963442 19.747731075329905792 19.747731075329905792 19.747731075329905792 7701.07961272106877 388.44690849463790983 2587.0527020922468182 1072.7320962086703275 1349.4105689318512304
