#$(time) $(c_WaterMSD[1]) $(c_WaterMSD[2]) $(c_WaterMSD[3]) $(c_WaterMSD[4])
2450 0.88709102226164116001 0.83669910027266358732 0.78130304556981433617 2.5050931681041186394
2500 0.89534994682390733889 0.86167194926299794933 0.79343813480294278495 2.5504600308898481842
2550 0.89457395148496277049 0.92075176604427333427 0.80153828155711004388 2.6168639990863460376
2600 0.89280744999018712971 0.93480410062177954345 0.81629588695612131932 2.6439074375680879925
2650 0.93631405429550584874 0.94365500446900540954 0.83109485956104445226 2.7110639183255562656
2700 0.92645865133506999367 0.97127929814960611843 0.84522438305813252235 2.7429623325428087455
2750 0.97439992112743667452 0.99611860686763109562 0.85629552318712465198 2.8268140511821924221
2800 0.96407294570261115041 0.9871266136605172381 0.88994476174563408311 2.8411443211087621386
2850 0.97678949451149521543 0.95848096353158884764 0.8931321287280864496 2.8284025867711699576
2900 0.99115353694480501368 0.95379947486641092347 0.90161901647909459268 2.8465720282903110849
2950 1.0116329105501904451 0.89356885815988174038 0.90758004737529951456 2.812781816085371478
3000 0.98247458784994601277 0.84878089372112230926 0.90217837852773385965 2.7334338600988026258
3050 0.94825363734006673511 0.87301993071344174968 0.92912792574062252893 2.7504014937941310137
3100 0.92392708459964223433 0.87962043950189450214 0.92521973656712586109 2.7287672606686621535
3150 0.91170234470247135672 0.89051607768754259542 0.92825745167876971831 2.7304758740687837815
3200 0.89848661657772832534 0.91830063008638151967 0.94383659805041608681 2.7606238447145257098
3250 0.89828036413214695788 0.91091930770809825813 0.92151026925896117881 2.7307099410992066169
3300 0.91428405808577994929 0.94963991221371335527 0.94577684610551182587 2.8097008164050056855
3350 0.92230854488643632116 0.93122677376566487251 0.95773490128123872633 2.8112702199333390318
3400 0.95332488862647635219 1.0105255218590787347 0.9762488237562650939 2.9400992342418197367
3450 0.93673518181628367962 1.0338265125270091893 0.99970016891108859358 2.9702618632543815735
3500 0.92957187014371844835 1.0397569408374318645 1.0273192991829274145 2.9966481101640778384
3550 0.92504626745757334572 1.0455642353661696031 1.0555465391977629785 3.0261570420215067045
3600 0.96105479660427550748 1.0418124470812859528 1.0176966625319092685 3.0205639062174705067
3650 0.95461543070076548823 1.0878907857987289987 1.0244466032701344815 3.0669528197696283023
3700 0.94615701141655594864 1.1099956418546028658 1.0011648361743321622 3.0573174894454910877
3750 0.95283377989025497268 1.1650184464161774667 0.98322756588687254542 3.1010797921933055399
3800 0.97256697319447937833 1.1977060314780529904 0.96884685552319449453 3.1391198601957275294
3850 0.99348127109371986432 1.1942776057493096342 0.93920847495558112961 3.126967351798609851
3900 0.94792541600938484692 1.216801812642956504 0.95717294269351338443 3.1219001713458545133
3950 0.9816019938659201749 1.2102155773582705667 0.97095874942689086584 3.1627763206510821625
4000 0.9783297366354789526 1.2087014439790384479 0.98954602570299932118 3.1765772063175168327
4050 0.92798518957258657736 1.1968191956669769205 1.0020872939161584725 3.1268916791557215262
4100 0.92979999217287934155 1.1686484573716642288 0.99378553879014752681 3.09223398833469032
4150 0.94220389859840891766 1.2079936785041438529 1.0129513615611771549 3.1631489386637303696
4200 0.93474552100789565223 1.1984657932075140074 1.0170424931767274579 3.1502538073921373396
4250 0.93038425009543801458 1.1909080314131366141 1.0630045716021323532 3.184296853110707648
4300 0.93097728673101909358 1.2103107175174288024 1.1072607032252781423 3.2485487074737253721
4350 0.93683927220460549989 1.2274169258673650607 1.1351381286205233234 3.299394326692493884
4400 0.92657929563240137849 1.2475779060659628605 1.1787398828414425989 3.3528970845398067269
4450 0.94735510451868176762 1.2403131959291364694 1.1909530678457118658 3.3786213682935302138
4500 0.95276603897703149304 1.2547638981187470009 1.1839140913207459871 3.391444028416524592
4550 0.94717678653139558698 1.2175860897943941996 1.1953921212112896821 3.3601549975370801349
4600 0.95312496012844116766 1.2519108717449454193 1.2125560811621647339 3.4175919130355514319
4650 1.0018638337887386669 1.2542637547022175148 1.3023846145443673805 3.5585122030353240064
4700 1.005123731409892196 1.2434892309497000973 1.3998061571160165251 3.6484191194756085963
4750 1.0302245538937178093 1.2647596966820335851 1.4123910708870666131 3.7073753214628184516
4800 1.0279438902460922289 1.2800093940198702391 1.4423129025810961235 3.7502661868470590356
4850 1.0272264767194556612 1.2801838656848385511 1.3992073310676347297 3.706617673471928498
4900 1.0314505821522959028 1.2942002744684824034 1.4038722078259988635 3.7295230644467771697
4950 1.020061176280412818 1.3039855375751412403 1.3487735584693332225 3.6728202723248868367
5000 1.0492008501571961077 1.310398003690074864 1.3565255469065355953 3.716124400753806345
5050 0.99965800095977430662 1.3241552374753828847 1.3342682491453574656 3.6580814875805143238
5100 1.0321242336787808114 1.3219750477481444495 1.3948516491083298163 3.7489509305352548552
5150 0.99817484086275565236 1.3313908528493052508 1.4288231063686227529 3.7583888000806839891
5200 1.0303998094973634281 1.3670941737321153919 1.4376492495248551773 3.8351432327543331091
5250 1.0435519828096821993 1.3671197001194872467 1.4086194810600738414 3.8192911639892437314
5300 1.0426421266181831182 1.3812042461212548083 1.4102423967443780128 3.8340887694838157174
5350 1.0796312159011800524 1.4418501419924178997 1.4230216858597757312 3.9445030437533739054
5400 1.0755899947767117997 1.4707925840927904559 1.4390445862889069684 3.9854271651584105562
5450 1.1098064627590049636 1.485059628013493116 1.4499879705330853685 4.0448540613055818937
5500 1.1909967540782326889 1.4970244375581556184 1.4470614424976619983 4.1350826341340507497
5550 1.1585782862474622856 1.5249369849652762987 1.4799837220136071725 4.1634989932263453127
5600 1.199106874212169549 1.5468175114532829451 1.5062630175541891209 4.2521874032196427251
5650 1.2115276689773841756 1.5204606834483580524 1.5381513990523025814 4.2701397514780445874
5700 1.2141844933955863173 1.5233683922936986921 1.519919064028636857 4.2574719497179227545
5750 1.2392135857269828136 1.5030710244089970917 1.5362135396322171843 4.2784981497681968676
5800 1.2352980372771773521 1.4264151849769477476 1.5573464750340619833 4.2190596972881868609
5850 1.2676188592658848009 1.4262898527713641084 1.5716871069867293098 4.2655958190239768868
5900 1.2631848903429154785 1.4493472011404435751 1.6019246026032400998 4.3144566940865987092
5950 1.2566681671659747366 1.449776106037139245 1.6211214225468753014 4.3275656957499890609
6000 1.2476888251792832563 1.4602212705383343927 1.6808249532674985893 4.3887350489851169044
6050 1.2536208561188486588 1.4939247329434330869 1.7277242421651841653 4.4752698312274672432
6100 1.2768017942236413731 1.5239290303335555343 1.7642550628948303615 4.564985887452027491
6150 1.3216149581062042184 1.5206302415890402546 1.7266573825602196113 4.5689025822554647505
6200 1.3493870548960400502 1.4619199171767076617 1.7337281718439188083 4.5450351439166665202
6250 1.2753994269447648247 1.45936649438088617 1.7049387485098355111 4.4397046698354865057
6300 1.2859883206933473421 1.4688690985487431462 1.725984873251114271 4.4808422924932056475
6350 1.2197959203216917068 1.5045444597380448482 1.7462606458589806646 4.4706010259187181077
6400 1.2350906295998291817 1.5457136518980936213 1.8157005205707605899 4.5965048020686829489
6450 1.2425899136669233958 1.5777756954921609012 1.9183755287351182961 4.7387411378942028151
6500 1.2886795964069381881 1.6019858112775142711 2.0032357303309136221 4.8939011380153649711
6550 1.3012590219184094753 1.6450490891174407437 2.0344318944994630449 4.9807400055353125978
6600 1.2897523648019872944 1.6674166292743886064 2.0445353448548395647 5.0017043389312147994
6650 1.2809920584895115869 1.6948048699536175654 1.9980300754331492552 4.973827003876280628
6700 1.2766926246596663752 1.6743854864613600952 2.0348757476665544353 4.9859538587875800175
6750 1.3407127969589105465 1.6803795998061712424 2.0595754385153095534 5.0806678352803924525
6800 1.3302624602377661756 1.6526469581669303022 2.0479870510986373233 5.030896469503333357
6850 1.4094995594539989625 1.6393110710884779557 2.0860200052377422253 5.1348306357802186994
6900 1.4153762971045582564 1.638450104284229214 2.1136397774028718999 5.1674661787916589262
6950 1.3849380426246806763 1.6290452729148854338 2.1089031504141968476 5.1228864659537629578
7000 1.3542190604842840873 1.6023994826616971832 2.1466208782088505025 5.1032394213548313289
7050 1.336997365063668175 1.5900822989405327679 2.1894705112831269744 5.1165501752873288055
7100 1.3606996244757796344 1.4938766672563692506 2.2088944610258298695 5.0634707527579783104
7150 1.3059521706900416582 1.4752044573679903294 2.1965936973139381649 4.9777503253719697085
7200 1.3226484491726553383 1.4968066921769174193 2.1792397409411190523 4.9986948822906906997
7250 1.3527219804416366067 1.5575856011503224074 2.2054400834805250042 5.1157476650724857947
7300 1.3895762802863158569 1.5578706517358964501 2.1898336944302791984 5.1372806264524921716
7350 1.3527801332007878266 1.575568353655885101 2.2176582068579735463 5.1460066937146464738
7400 1.3741534050317931737 1.593450072712614185 2.2654727593263701557 5.2330762370707777364
7450 1.3938889610271916197 1.5864124547188642733 2.2841832844120788515 5.2644847001581362989
7500 1.3370034913280830491 1.584501134049908222 2.3531157594020073454 5.2746203847799986164
7550 1.3445978239364531071 1.6103651393471263287 2.4781830338124963831 5.4331459970960747086
7600 1.3444993685279313933 1.6091371606698137153 2.4712389202887417028 5.4248754494864863673
7650 1.3210420690054685 1.6018253623508802441 2.5234422239402505284 5.4463096552965986064
7700 1.2760999995159341136 1.5627101417332256439 2.4815485052509318464 5.3203586465000913819
7750 1.2629130817750888749 1.6032133938026174036 2.4870122547576869465 5.3531387303353925589
7800 1.2561991243236227955 1.6170412254210166925 2.4618739701094090044 5.3351143198540489365
7850 1.2991824953649917518 1.6636340693136539848 2.4690917830474878869 5.4319083477261322912
7900 1.3478652965126236563 1.7186861134018527331 2.4426625012790399438 5.5092139111935161111
7950 1.3940880976149669923 1.7418867632918011434 2.4006926332659541679 5.5366674941727227477
8000 1.4182964501436183813 1.7191657511538147585 2.3903358304649775512 5.527798031762411135
8050 1.469609623982842006 1.7407129344995559972 2.4134633154439821823 5.6237858739263799635
8100 1.500034844310612181 1.7396951803067639553 2.3427288819442777523 5.5824589065616541106
8150 1.4992786955715067254 1.7290511041374974077 2.2712541113437652029 5.4995839110527677818
8200 1.5119440617867554444 1.6900206063367169129 2.2492300224562322697 5.4511946905797055152
8250 1.4700111777155042692 1.661090989820158903 2.1990193716472417051 5.3301215391829064316
8300 1.5205588965215910413 1.6595153521053414014 2.192113090124867103 5.3721873387518011
8350 1.531309958724096143 1.6920073348038435768 2.1460116366588688486 5.3693289301868079022
8400 1.59619919734158211 1.689500305016340187 2.1273155037814843737 5.4130150061394077809
8450 1.5767680567069664033 1.7411816679419906961 2.0977916735100907708 5.4157413981590503127
8500 1.5695982428225805361 1.7461496401367901932 2.0769930841712365144 5.3927409671306065775
8550 1.5776873628050895881 1.825038616517003609 2.0946670280659112073 5.4973930073880064029
8600 1.564546976444484816 1.7730726868873225577 2.115925842850873817 5.4535455061826816348
8650 1.540240986789758626 1.8001490341079655622 2.170725715739132422 5.5111157366368566102
8700 1.6080816013956975574 1.8597704737576064016 2.2159421217602264242 5.6837941969135297171
8750 1.617331030646487422 1.9436371621868764326 2.2833183733938593463 5.8442865662272227567
8800 1.6391659445776631809 2.0139223861481769795 2.3085574942210436156 5.9616458249468839981
8850 1.6858450420128148206 2.0280024119728605747 2.4103024790491631713 6.1241499330348396768
8900 1.682141459539446382 2.0806816315441230003 2.4317254805394687978 6.194548571623037958
8950 1.6893907867402055967 2.0970537801819144619 2.4076450419858752561 6.1940896089079933162
9000 1.6926992530535969195 2.0758974850054250361 2.3960344366297077201 6.1646311746887301197
9050 1.7415730311499904026 2.0249973310396152115 2.3996342302701951787 6.1662045924598016811
9100 1.7506018749245355615 1.9763301701650111131 2.3947205336725474467 6.1216525787620925669
9150 1.7127685706430375578 2.015193066548699008 2.4146488700076345069 6.1426105071993717388
9200 1.696547935826636877 2.0337537601545569999 2.3726406532472879007 6.1029423492284831099
9250 1.7051388429892155862 2.0657317757851716422 2.3408826879677526733 6.1117533067421403459
9300 1.6821344578759709343 2.0804071760326521279 2.3198209261363791356 6.0823625600450030859
9350 1.6543619728649980871 2.0584425803266941379 2.3160361029465881266 6.0288406561382794635
9400 1.6634908492144595549 2.1056331368724805486 2.2594406685911385679 6.0285646546780791155
9450 1.637093339535552694 2.0635369635974907254 2.2974538304697826874 5.9980841336028261068
9500 1.6696717941811130004 2.0784227827496239982 2.307908885428304302 6.0560034623590404124
9550 1.6967692737723170104 2.0508152342196983575 2.263898807398570856 6.0114833153905875562
9600 1.7591063384812928305 2.0569233972656206788 2.2603211563799678885 6.076350892126882286
9650 1.8124689943704008765 2.1034382423304802678 2.240312682055636273 6.1562199187565180836
9700 1.8646981367320225598 2.0980512160254285448 2.2050534880260821424 6.1678028407835343572
9750 1.8158343624260571136 2.1333487996630835504 2.232411825515513204 6.1815949876046518696
9800 1.7735472652592323417 2.243654271014862811 2.24252488867371369 6.2597264249478099529
9850 1.7802196334521374066 2.2277376699593394171 2.3142232033199285901 6.3221805067314047477
9900 1.8181812069917098196 2.1821213976639670662 2.330028721818731885 6.3303313264744094369
9950 1.8169679111418939321 2.1973071369222654248 2.3493143756220216112 6.363589423686180524
10000 1.829380128728764543 2.2212089871214235615 2.382829526150184396 6.4334186420003733886
10050 1.8866671806568322545 2.2864699356204623015 2.4312558352227759961 6.6043929515000714403
10100 1.8900142392891172705 2.3179986819783668928 2.4250253232176337548 6.6330382444851192503
10150 1.8955510064067959686 2.3422489119927640822 2.448315683086043304 6.6861156014856035767
10200 1.8978222379336562309 2.3440077528547669239 2.3975248943613896024 6.6393548851498129793
10250 1.8814793560280167473 2.3637309436764271098 2.3980904367547819511 6.6433007364592269184
10300 1.8991865316767606586 2.3843827655465239523 2.3437579143574378548 6.6273272115807220217
10350 1.9350221717433633284 2.4233676800395329565 2.319093521194317109 6.6774833729772122837
10400 1.9794555032392864291 2.3833945870333068662 2.3436586790681510628 6.7065087693407443581
10450 2.0056943276380585495 2.3778650526199238691 2.315484426089928327 6.6990438063479116337
10500 2.0294645054813180707 2.4304464802100071985 2.3429867934104846583 6.8028977791018094834
10550 2.014130777056618804 2.4374977804169351003 2.4036130567485849419 6.8552416142221392903
10600 2.0181652522060566923 2.4611898505164959694 2.4685300862185237669 6.9478851889410764286
10650 2.0185057861019259917 2.4886096908217729684 2.5292977377559648922 7.0364132146796629641
10700 2.0836651016196761077 2.5644729150217622227 2.6264764939862246251 7.2746145106276633996
10750 2.1366879612632292407 2.5758295890117546278 2.6825212881026407885 7.3950388383776264334
10800 2.1755926562800569357 2.5032579982352158865 2.7330958425828839609 7.4119464970981576712
10850 2.1949872851643443816 2.4489824989861732618 2.7966808343319020658 7.4406506184824197092
10900 2.2615639529437343569 2.4622037787564838851 2.7441535456930483683 7.4679212773932679426
10950 2.3310592555212568122 2.4493211078542973524 2.8155229842695592701 7.595903347645114323
11000 2.3919352871207388844 2.5050611041036159321 2.7911755428577178506 7.6881719340820726671
11050 2.3939725094145010154 2.5425057627077669586 2.8337483597896935272 7.7702266319119610571
11100 2.3685401959523764148 2.5556537469518163519 2.8262495128132179012 7.7504434557174075593
11150 2.4483091573496498228 2.588378261861848717 2.918065864593788028 7.9547532838052843474
11200 2.4638240585955517581 2.5818699023352307265 2.9999937355997023936 8.0456876965304857663
11250 2.4401922838094556312 2.6627276776084154442 3.1296002198530876726 8.2325201812709600802
11300 2.4235675136581225075 2.5928782727184995771 3.0961647951344493102 8.112610581511072283
11350 2.3990549631666078234 2.5360443240753918204 3.1098473284834704522 8.0449466157254718723
11400 2.2599743745158265007 2.5619360437334184333 3.124395318289619361 7.9463057365388660713
11450 2.2556034583766289003 2.5167338367975085056 3.0481657860194055765 7.8205030811935429824
11500 2.2356133335682493168 2.5152508656339271909 3.0448963117345861917 7.7957605109367600349
11550 2.2056095545264837732 2.4695182133524680168 2.9838648749047371744 7.6589926427836898526
11600 2.2021314169205745692 2.4796994209132101616 2.9125125854985713936 7.5943434233323570126
11650 2.2070225039501716324 2.497309263111167521 2.9245775649206602331 7.6289093319819993866
11700 2.2340049397177002 2.5460889032974201029 2.9492352670005970161 7.7293291100157164308
11750 2.1799459170815778108 2.5260762222751202977 2.9697266015402608019 7.6757487408969575782
11800 2.1376590097939032198 2.5111378144306439886 3.0206514532094659309 7.6694482774340135833
11850 2.1621994036509186721 2.5673693646817303815 3.0907140860784352299 7.8202828544110838394
11900 2.1871707602871679477 2.631099559258861742 3.2121950601502011757 8.0304653796962313095
11950 2.2285816419958415224 2.650252986610198036 3.1911023789927188687 8.0699370075987584272
12000 2.1924049869985471339 2.5733438409384037371 3.2010845597981707478 7.9668333877351207306
12050 2.1820732052362035169 2.5404516630395796994 3.1304651517848594011 7.8529900200606412852
12100 2.2440312066471008734 2.4976054804154959044 3.1489378537529950641 7.8905745408155913978
12150 2.2392537442673869919 2.4898344546026862645 3.1837607779665058061 7.9128489768365772861
12200 2.2872448787355832422 2.450329590012562786 3.2528923300352499126 7.9904667987833981613
12250 2.3505071218733668559 2.4119413510738425543 3.276390115075094478 8.0388385880223047764
12300 2.3211910699386795187 2.4013403191851798724 3.2313761945210588422 7.9539075836449182333
12350 2.3778112430325681892 2.4411516640020392011 3.1695852993993178792 7.9885482064339257136
12400 2.3651114381310835988 2.4569162878291059826 3.1602012826077050534 7.9822290085678933025
12450 2.3594191888889977093 2.4629779565168656852 3.092513513357443955 7.9149106587633086818
12500 2.4194851517459703416 2.4703004667107681946 3.1056033133337166419 7.9953889317904556222
12550 2.4910487068213713613 2.4761985252299480997 3.1061016783639772143 8.0733489104152997839
12600 2.6094481200608941052 2.4765485371890401112 3.1323048620188602698 8.2183015192687953743
12650 2.611446765188609298 2.4150077397357780917 3.0829761873136987127 8.1094306922380816616
12700 2.6191673244173121482 2.3720947239228742376 3.0447350730021969234 8.0359971213423815328
12750 2.6145989657543493578 2.3535257043405102273 3.0071530580421859113 7.9752777281370441642
12800 2.6091050178421792971 2.4013060973969109213 3.0665389754201211048 8.0769500906592117673
12850 2.6574273846374896202 2.4198152407795432417 3.0897289289647771326 8.1669715543818117709
12900 2.698740854725493854 2.3663781489902904198 3.1212782484410439565 8.1863972521568282303
12950 2.7264755626895564866 2.3161472907077800265 3.0498949802113748397 8.092517833608711797
13000 2.6791822299275325214 2.3262073887145802153 3.031088965451119055 8.036478584093233124
13050 2.6411978727299105785 2.3467518330978687224 3.0002027936161712596 7.9881524994439514487
13100 2.6460740305148031659 2.3360023131524716433 2.9218904615197733854 7.9039668051870490828
13150 2.6509576661436073941 2.3633701531708690702 2.920790878249728717 7.935118697564203849
13200 2.6217797102279325472 2.4395116351864247761 2.9808090965671816264 8.0421004419815371733
13250 2.5960379800867023903 2.4694341629285849748 3.0101023230233199257 8.075574466038608179
13300 2.568371717950129085 2.531656447793970699 2.9988531786266818813 8.0988813443707812212
13350 2.5703604003139046696 2.6302702023220105865 3.0239496331427604403 8.2245802357786761405
13400 2.6202444380685636638 2.5972960101818145517 2.9728866158391826779 8.1904270640895600053
13450 2.7037221246096994065 2.5975712203450140869 3.0054520346310535928 8.3067453795857684185
13500 2.7340990311420299008 2.6889915652171163529 2.9482906768722592084 8.371381273231405018
13550 2.7533441350545500015 2.6593516441964872854 2.979331132573065144 8.3920269118241019868
13600 2.7689552827127665857 2.6498831526123733937 2.9757909497300643054 8.3946293850552038407
13650 2.765580559742344402 2.6789455781457984784 3.007370454065245724 8.4518965919533890485
13700 2.7280851210952126173 2.769220201852092611 3.0197294977805930749 8.517034820727896971
13750 2.7463082559790361614 2.807431261423422697 3.0518190761809558254 8.6055585935834137956
13800 2.7535286543528911807 2.823755182359713789 3.0634374324642057452 8.6407212691768098267
13850 2.7197101769850395847 2.7963751154044103053 3.0735675436392710935 8.5896528360287209836
13900 2.6418937651286791279 2.8116231576844614715 3.0704010975605235956 8.5239180203736655272
13950 2.6393681182165722454 2.7777466147097396032 3.1303006924383156573 8.54741542536462795
14000 2.591347815138175914 2.780044305598800225 3.1013647282179332976 8.4727568489549103248
14050 2.5911394568525261128 2.7263072744043412854 3.1591433422649619622 8.4765900735218302486
14100 2.6244541526125657604 2.7394519986828744784 3.2278681605108294761 8.5917743118062706031
14150 2.6172434734222171926 2.7361640497570198782 3.2341514873896390903 8.5875590105688761611
14200 2.6746154341585182124 2.7525336564369364822 3.2560884861531036449 8.6832375767485601159
14250 2.6989146451264760529 2.831176273151703171 3.2512734629024184763 8.7813643811805963679
14300 2.678043772612646034 2.7926263371935795554 3.1840218225767586979 8.6546919323829847315
14350 2.7034730082290301389 2.8101367657666056488 3.2141570409017568011 8.7277668148973912565
14400 2.7061624108158808255 2.8109988574646478376 3.235515071819446753 8.7526763400999740838
14450 2.6822562488902468303 2.8790358311924690859 3.2135937635113456246 8.7748858435940615408
14500 2.6727856210060805253 2.8553152137104795827 3.109076526341301161 8.6371773610578621572
14550 2.7125557269673339356 2.8368389083857707966 3.0757014384332719281 8.6250960737863735517
14600 2.749839551886317679 2.8280128769277377287 3.0974913464309179467 8.6753437752449720222
14650 2.7528072351759074188 2.8879631500636349095 3.1246941035219024663 8.7654644887614434623
14700 2.7884011708162641519 3.0012343830219125884 3.1555820909600509339 8.945217644798226786
14750 2.8394591856364583826 3.1030997910322701827 3.2214674101082487745 9.1640263867769764516
14800 2.8254311375175533705 3.1612581689279815045 3.3019425508327762131 9.2886318572783128644
14850 2.7816140712540260438 3.2371209188536571588 3.2321860189039139932 9.2509210090115967517
14900 2.8015000542880148515 3.2415688475474730978 3.3347952282608734897 9.377864130096360995
14950 2.8128114969883126761 3.2478281632929220102 3.4373918594648169567 9.498031519746051643
15000 2.8383812090490665447 3.1872146654360391516 3.5325019331784779375 9.5580978076635805252
15050 2.8821892962692388096 3.1807207269122308446 3.5544532977848444233 9.6173633209663140775
15100 2.8921808065849625713 3.1442188039685614598 3.5301825747773252218 9.5665821853308496969
15150 2.8767703977717391517 3.1768546884056321211 3.5553327526178235551 9.6089578387951934957
15200 2.8302942982612826484 3.1624234412120206805 3.4733086683339058354 9.4660264078072060556
15250 2.8288465196781431565 3.1686018424781994263 3.4321351685773988649 9.4295835307337423359
15300 2.9194024170457382183 3.2040254678842443603 3.3630117878254695007 9.4864396727554538558
15350 2.9731107924705812984 3.2435648694955419025 3.3858315278944592919 9.6025071898605816045
15400 3.0468871272772188874 3.2539027776347455578 3.4181915338209667432 9.7189814387329303003
15450 3.0394499553546827642 3.3222500368525573755 3.4513698476917062941 9.8130698398989490983
15500 3.0477714871821981468 3.4397222834892762222 3.4966329689171375961 9.9841267395886124092
15550 3.0174099956718460902 3.338578893326678898 3.5494229896627036425 9.9054118786612281866
15600 3.0652311292169422963 3.4000091380650285799 3.6293245293247853311 10.094564796606753987
15650 3.057019813019920651 3.3819854776184539169 3.6960469599569059085 10.135052250595283141
15700 3.0624047374482734618 3.4532381322900249643 3.7622278632923835673 10.277870733030681549
15750 2.9929712780983188658 3.4140603601763497288 3.7333031103857274857 10.140334748660396968
15800 2.8962425453586964075 3.434426540287278673 3.6106474264802081997 9.9413165121261837243
15850 2.8454838898473049369 3.4571363337795180115 3.5408755445913637772 9.8434957682181867256
15900 2.8869271014906008332 3.4117706333219377512 3.5275430735080433031 9.8262408083205823317
15950 2.9114994781444014649 3.4697508242365726616 3.4568820193934661766 9.838132321774439859
16000 2.9122248171570555009 3.4589666510258840759 3.4600361113183781825 9.8312275795013182034
16050 2.9258000720106975834 3.4719871422890462576 3.5687586034957838876 9.9665458177955290608
16100 2.9704636345465176284 3.54504872044530428 3.5213552058971768766 10.036867560889000117
16150 3.0028130374924497659 3.6170349630432134802 3.5272097793966534773 10.147057779932318056
16200 2.9979213202651089354 3.5951254266242682611 3.504957098211441302 10.098003845100818054
