LAMMPS data file via write_data, version 17 Apr 2024, timestep = 200000, units = real

769 atoms
3 atom types
512 bonds
1 bond types
256 angles
1 angle types

-0.24053391574876315 19.367437442157026 xlo xhi
-0.24053391574876315 19.367437442157026 ylo yhi
-0.24053391574876315 19.367437442157026 zlo zhi

Masses

1 15.9994
2 1.008
3 22.99

Atoms # full

721 241 2 0.417 2.493226606019513 0.24364552497484582 0.4930741394960805 1 0 1
551 185 1 -0.834 4.8291785087372165 3.358090413787787 2.5530372618489987 -1 0 1
174 59 2 0.417 7.766266224073023 3.2133521172140593 1.8557947559213415 0 1 0
719 241 1 -0.834 3.3793691837368334 0.2426970988904908 0.9546802169717352 1 0 1
175 59 2 0.417 8.805779931096545 2.140425236584185 2.2624904246988033 0 1 0
92 32 1 -0.834 0.9444470099486257 1.2642172044912905 0.17608405217897538 0 0 0
553 185 2 0.417 5.393674293911774 3.9577352151112697 3.157574261971048 -1 0 1
552 185 2 0.417 4.661459860492444 2.5867325634283005 3.0946792304982793 -1 0 1
58 20 2 0.417 6.430683947203272 1.332531570665671 2.3817666744693704 0 0 0
282 95 2 0.417 2.9224656773769992 2.382137435045082 4.112604367696906 0 0 0
56 20 1 -0.834 6.2231112621284845 0.39291883851704035 2.6908134168494433 0 0 0
57 20 2 0.417 5.4258429415296066 0.40772010262689484 3.239047393431195 0 0 0
110 38 1 -0.834 3.6144966315400717 0.8414495234107786 3.478213086812629 1 0 0
112 38 2 0.417 3.3192716463235445 0.6240970574994424 2.548165378825961 1 0 0
283 95 2 0.417 2.285590032620688 3.8434837073526413 4.252618545363613 0 0 0
687 230 2 0.417 3.750173646415749 4.132490851306155 1.0918943171298834 0 0 1
173 59 1 -0.834 7.884029872025563 2.3947930770240142 2.3293377820491425 0 1 0
312 105 2 0.417 0.5693338295953202 1.7320508168653437 3.381972017158482 0 0 1
744 249 2 0.417 7.736148100106825 2.161305637141595 4.051004455802196 0 1 1
686 230 1 -0.834 3.2560979315367415 4.288037938997889 0.2392084690608215 0 0 1
111 38 2 0.417 2.928412333450371 0.42419906132243745 4.072560919012266 1 0 0
688 230 2 0.417 3.31380771270172 3.3978309740835626 -0.16125940930162566 0 0 1
348 117 2 0.417 4.832847509801424 1.222268858830763 -0.22709241176295625 0 1 1
311 105 1 -0.834 0.05297259978213531 0.9662679753173229 3.1018348822219504 0 0 1
281 95 1 -0.834 2.2553118228482663 2.928932049812022 4.52703545001461 0 0 0
94 32 2 0.417 0.5419225766314552 1.3050989773644777 1.0445645615583339 0 0 0
617 207 1 -0.834 6.943273853428124 4.322471305238165 0.697574815608482 1 0 1
618 207 2 0.417 6.255969787276988 3.7172451497586145 0.36644323831877645 1 0 1
598 200 2 0.417 10.846101675710365 1.4287469369500767 3.4352305869721036 0 0 1
5 3 1 -0.834 15.738850150639548 2.347182233407756 2.585239077121761 -1 0 0
239 81 1 -0.834 13.187439606541234 0.9158374601826371 0.8648060631323131 0 0 0
664 222 2 0.417 12.886182330642875 2.623338840454519 1.3401066083587838 0 0 1
99 34 2 0.417 16.278798675898837 0.8863232497031965 3.3701042324360464 -1 0 -1
663 222 2 0.417 12.561899098142467 3.172993883515639 2.699837245654459 0 0 1
234 79 2 0.417 18.961053626359032 4.44311436725744 1.6776376634887582 0 0 0
241 81 2 0.417 13.817637546712758 0.5033952532672086 0.19208556077379674 0 0 0
383 129 1 -0.834 11.60394028695335 2.979327712862689 4.393096739790591 0 0 0
240 81 2 0.417 13.517108843179848 0.41984210366658703 1.6575252490041328 0 0 0
196 66 2 0.417 17.01479198731279 2.691069512707871 1.4922662824658268 0 1 0
7 3 2 0.417 15.729264662927877 2.8553198376173854 3.4463569392712374 -1 0 0
662 222 1 -0.834 13.048286733466583 3.3993233440176036 1.8798561658538322 0 0 1
194 66 1 -0.834 17.849525941942346 2.6330211563149954 1.0434362156361605 0 1 0
6 3 2 0.417 14.78562177260284 2.46564547348188 2.3275159407082424 -1 0 0
596 200 1 -0.834 10.386102133722197 0.9343316254935077 2.7840979483492307 0 0 1
313 105 2 0.417 18.71647839245188 1.0978857585493693 3.177826404179606 -1 0 1
597 200 2 0.417 9.704735333079212 0.36733755380674094 3.1409049718622057 0 0 1
195 66 2 0.417 17.780661269161328 3.1506122245381665 0.246394326581114 0 1 0
98 34 1 -0.834 17.04564965871922 0.5555220349313273 3.8754241274057994 -1 0 -1
378 127 2 0.417 10.630245029666309 0.8959972865915415 0.12193198829285207 0 1 0
323 109 1 -0.834 10.46020686282675 3.9897705838692294 -0.1516547360543038 0 1 0
286 96 2 0.417 17.504513537828103 0.994814844873882 -0.09906752017161174 0 0 0
222 75 2 0.417 15.255921896803349 4.57217315934944 4.38266492468985 0 0 0
384 129 2 0.417 10.679921001890255 3.2540559831877873 4.389534984416937 0 0 0
632 212 1 -0.834 6.290640561499243 6.910151757804905 2.218289427549223 0 0 1
365 123 1 -0.834 1.9048843917625131 5.606164590187511 3.69381663430627 0 0 0
367 123 2 0.417 2.375636690758673 5.949784882447426 2.9180064327868074 0 0 0
634 212 2 0.417 6.469831815011251 7.757383162917176 1.7826867901803474 0 0 1
252 85 2 0.417 2.947774388483538 7.792329217129197 1.8923933566914481 0 0 1
251 85 1 -0.834 3.351603009390196 6.9252496144999744 1.747582356268362 0 0 1
507 170 2 0.417 8.666355416474826 8.529056296972811 0.4926203193512615 0 0 1
700 234 2 0.417 0.520459791959686 9.281697495086718 1.0323772122993675 0 0 1
766 256 2 0.417 1.985669065180518 5.376200705425787 0.03613047559272098 1 0 1
506 170 1 -0.834 8.853360280266543 7.665736102629726 0.17640489501415652 0 0 1
253 85 2 0.417 4.331898196215083 7.060298127129404 1.7523964706494535 0 0 1
510 171 2 0.417 9.159893099063645 5.254325799924348 3.361687292433158 -1 0 1
633 212 2 0.417 6.071793522072699 7.039948773491685 3.1487917143340214 0 0 1
366 123 2 0.417 0.9352720504070795 5.771570596425999 3.545932717422568 0 0 0
765 256 2 0.417 1.5911890413558156 6.830839745140309 0.20234565104048047 1 0 1
698 234 1 -0.834 1.414657536289931 8.846740301119786 1.0600745013519226 0 0 1
619 207 2 0.417 6.536212487558842 5.113129552341042 1.0540794222050032 1 0 1
508 170 2 0.417 9.252408515500315 7.036263008946422 0.8699010101515519 0 0 1
509 171 1 -0.834 8.893654140285893 4.907543429107984 4.252468497180008 -1 0 1
764 256 1 -0.834 1.227139332350594 6.0240801016022525 -0.155642241869219 1 0 1
338 114 1 -0.834 5.49040851072898 9.433863950254215 1.6762472448420083 1 0 0
699 234 2 0.417 2.0774243726853725 9.435794099684646 0.7046275119613318 0 0 1
235 79 2 0.417 0.21284723275906853 5.716214473489148 1.2420535384716092 1 0 0
67 23 2 0.417 7.106672778165523 9.07163287262634 3.734261781942657 0 0 0
66 23 2 0.417 8.46576452431909 8.74847553363498 4.375674717060025 0 0 0
65 23 1 -0.834 7.648734450852557 9.316822320404944 4.462320302576655 0 0 0
339 114 2 0.417 5.0405341863901905 9.278756190385687 0.8127416213173806 1 0 0
742 248 2 0.417 6.981218153532908 4.753991773804047 4.430808444107018 0 0 1
214 72 2 0.417 2.976767633692683 8.325839479299576 4.6408594209135465 0 0 0
438 147 2 0.417 10.717707414082003 6.1371688174356605 2.224438308497224 1 0 1
160 54 2 0.417 16.831189389913142 7.9022858078748595 2.5799926904962325 -1 0 0
451 151 2 0.417 14.319220216160687 4.875784423546168 2.4826131132969396 -1 0 1
292 98 2 0.417 12.881502744842109 6.870254872290667 3.544205566305302 -1 0 0
233 79 1 -0.834 19.01684364995756 5.363073333004102 1.7440033015380922 0 0 0
439 147 2 0.417 10.23485393798561 5.114731462294519 1.252163679271245 1 0 1
450 151 2 0.417 15.25285017168048 5.973985146598805 2.8143246182337442 -1 0 1
449 151 1 -0.834 14.424556312870793 5.55982624181422 3.145225088222371 -1 0 1
444 149 2 0.417 15.919010769433807 5.97359150495767 0.5121810483826996 -1 0 1
159 54 2 0.417 17.695648967568548 6.612390380108098 2.16933147330948 -1 0 0
158 54 1 -0.834 16.813229743888108 7.052585040650031 2.1906705775149042 -1 0 0
359 121 1 -0.834 15.134198948429516 8.160132092611116 4.435900338826846 0 0 0
291 98 2 0.417 12.416083159513118 7.968676793069905 2.630576597585582 -1 0 0
55 19 2 0.417 14.173843630564766 8.77504070476447 0.4179230528042074 0 -1 0
290 98 1 -0.834 12.083561060263726 7.3034040109795715 3.2512207332829286 -1 0 0
54 19 2 0.417 15.189305115652687 8.041934500733 1.0968357031854667 0 -1 0
650 218 1 -0.834 12.369091498725437 8.678150485745165 0.3067587101961954 0 0 1
443 149 1 -0.834 15.205731533547713 5.359586075845053 0.2589098450307242 -1 0 1
53 19 1 -0.834 15.100889230247532 8.807601431743683 0.5528852234950681 0 -1 0
437 147 1 -0.834 9.909092371850127 5.899159014758496 1.7647696773965436 1 0 1
504 169 2 0.417 11.17819162426319 8.14350501832611 4.59603017902569 0 0 0
445 149 2 0.417 15.644760404013585 4.66469003952319 -0.2044581649288304 -1 0 1
560 188 1 -0.834 1.4195126971226033 10.714176243663644 3.8743994543964986 1 -1 0
532 178 2 0.417 4.394729076026455 9.730462736305563 3.029509714947589 0 0 0
530 178 1 -0.834 3.856090990833212 9.819675716309122 3.839021722483441 0 0 0
690 231 2 0.417 6.921778441674282 11.939811360279997 2.6147730533509472 0 0 0
340 114 2 0.417 5.835275053971404 10.356165383404347 1.6106747416398741 1 0 0
460 154 2 0.417 3.2955000771977616 12.686545839426682 1.5723004831610732 0 0 1
458 154 1 -0.834 2.8033932601607523 11.838422824515682 1.634490997100714 0 0 1
142 48 2 0.417 1.3998307098420937 12.464207920861035 0.5826144763446085 1 0 0
16 6 2 0.417 9.03527062247509 10.953417783570606 3.580417535194481 -1 -1 0
140 48 1 -0.834 0.7634283565049544 12.880559288775393 -0.11931889968312008 1 0 0
689 231 1 -0.834 6.7656158623744815 11.85972266888826 1.681762858619964 0 0 0
209 71 1 -0.834 4.106982743174123 13.091607642559293 4.550954048585421 0 0 0
691 231 2 0.417 7.595845710859534 11.477028720924489 1.3037510280551712 0 0 0
14 6 1 -0.834 9.387924730319108 11.688858956655194 3.0343236168796603 -1 -1 0
497 167 1 -0.834 8.897129872730176 10.522155252553834 0.522095815710199 -1 0 1
15 6 2 0.417 9.103966944320513 12.527558131891412 3.4012484306277626 -1 -1 0
531 178 2 0.417 2.9391318615299005 9.996274566742725 3.6150296115049168 0 0 0
114 39 2 0.417 6.420277342223962 13.825058537816838 1.1767729043692072 0 0 0
459 154 2 0.417 2.593375425177011 11.698813417522487 2.555684208727788 0 0 1
210 71 2 0.417 5.084647701856565 13.238453528985854 4.615102918014963 0 0 0
561 188 2 0.417 0.7626863068696912 10.104493899963439 3.5352285008583775 1 -1 0
562 188 2 0.417 0.9378329418436702 11.234502334397458 4.524680228002008 1 -1 0
28 10 2 0.417 9.55840012922104 13.769464079776128 1.2143466986595937 0 0 0
498 167 2 0.417 9.561361281989464 10.945175339765038 1.0224900650852509 -1 0 1
538 180 2 0.417 16.184695350530536 11.00575527876354 2.712689485222954 0 0 1
133 45 2 0.417 17.04117061141119 13.704522531394568 0.4907880519644793 -1 0 0
26 10 1 -0.834 10.155709755711904 13.250078075464202 0.6119454792329351 0 0 0
760 254 2 0.417 17.736833136787634 10.98189286566315 0.8520318486595659 -1 0 1
182 62 1 -0.834 17.712530884365197 13.123015443520098 3.574379653530309 0 0 0
121 41 2 0.417 13.238328647174502 12.568067567420698 1.6044147649441398 0 0 0
536 180 1 -0.834 16.483998517093173 10.37977962092533 2.0842165351783524 0 0 1
120 41 2 0.417 14.04644905197881 13.31669052293548 2.7168196123833277 0 0 0
389 131 1 -0.834 15.632796710349947 13.226711461841745 -0.03409278643993577 -1 -1 1
139 47 2 0.417 12.897091956810803 11.516591169557078 -0.07620094669886923 0 0 0
183 62 2 0.417 17.788353254759674 13.35250105198184 2.5903046285973153 0 0 0
131 45 1 -0.834 17.92240202970209 14.000009439180115 0.920096585659059 -1 0 0
132 45 2 0.417 18.74808535794915 13.591655227468827 0.6877247958363725 -1 0 0
373 125 2 0.417 16.00044878432038 13.451678890105494 4.1212965582619265 0 0 0
125 43 1 -0.834 11.965056880633798 11.927281388545158 3.7946643932229556 0 0 0
137 47 1 -0.834 12.276242199857329 11.354116136267162 0.6532277055964978 0 0 0
126 43 2 0.417 11.042617344955067 11.75455410520627 3.545028074461032 0 0 0
138 47 2 0.417 11.511239516774838 11.885474570800843 0.4662119451056337 0 0 0
537 180 2 0.417 15.76378669014446 9.909953794532996 1.64640870445816 0 0 1
758 254 1 -0.834 18.168803641476934 10.892850225283086 -0.008586314135450357 -1 0 1
119 41 1 -0.834 13.524285696454946 13.454674340738176 1.868876031019858 0 0 0
390 131 2 0.417 14.879415556975257 13.241245658568461 0.6607499290545855 -1 -1 1
