# time e1bpip e2bpip e3bpip e4bpip edisp ebuck eele etot
1000 319.51754570749767481 2974.8893642166663085 82.185699189990501168 0 0 0 -4314.5420832669215088 -2839.9511661062433632
1050 302.52970874762485209 3050.3736428805905234 77.013317934660278752 0 0 0 -4345.4275298868851678 -2854.6597167062559492
1100 303.78293451212812215 3263.8513278009240821 65.409792910730629956 0 0 0 -4515.9314731664117062 -2900.1853115364406221
1150 314.82559240934364198 3260.1608069433723358 73.378146071198656841 0 0 0 -4513.1254503429308897 -2878.8014274352235589
1200 295.16579254423237444 2901.0919325323134217 80.808044364536115722 0 0 0 -4288.3764315343423732 -2905.1280387278548005
1250 286.96563568374000397 3060.237408633324776 77.878309113373305195 0 0 0 -4366.333877260236477 -2883.5401556271899608
1300 316.15995232612351629 3049.9307161298311257 80.871014745017106407 0 0 0 -4352.1178969116608641 -2841.4604350277495541
1350 313.13743496803277822 3045.7738682218905524 66.336447017755446609 0 0 0 -4338.8196782136164984 -2845.0606730628023797
1400 292.52841563010997561 3019.4114001884204299 71.236814186393431214 0 0 0 -4295.2070746180534115 -2828.9628775918481551
1450 301.43075361094861364 2914.4867263966070823 53.312630210018738808 0 0 0 -4267.4433008438800243 -2868.6576848368977153
1500 298.12726026265369228 2917.7049960365238803 58.500822671347151527 0 0 0 -4267.3621622796435986 -2866.4809060735860839
1550 307.87387745051285037 3030.1712235081631661 71.813230689572179699 0 0 0 -4326.0156225775199346 -2831.5799202218381652
1600 319.95899147973705112 3133.1862160968767057 76.494926644936199978 0 0 0 -4398.9439670291849325 -2821.0639385285890057
1650 322.65465450380901302 2956.4605662663798284 70.094073712315449143 0 0 0 -4292.0822772358951624 -2839.8908898330168995
1700 301.94869146729303111 2942.9776117247802176 75.410414185726239111 0 0 0 -4297.1796982245414256 -2872.8782205310099016
1750 313.96177736207624775 3091.1184416289711407 85.687595278891620865 0 0 0 -4382.9168825174774611 -2843.0513130087238096
1800 300.37288432167434848 3127.4158154574724904 85.969686876445877033 0 0 0 -4395.5667381247831145 -2845.284094484995876
1850 335.52437089725907526 3031.222930471114978 72.593216109928690116 0 0 0 -4332.548683955496017 -2824.0052472295142252
1900 328.4799404755553951 2890.5608369605279222 76.182853363127080115 0 0 0 -4237.8083884473489888 -2814.36715676736776
1950 318.83124007286471624 2858.5824948001245502 74.954553016899723161 0 0 0 -4199.6086444651509737 -2810.0778024348269355
2000 318.64134939766375965 3038.5346039635091984 63.954363451245967553 0 0 0 -4320.421043993929743 -2812.5197982090871847
2050 337.63653945736081141 3009.2382577827715977 62.967037444945219704 0 0 0 -4336.6451050684263464 -2837.7510981267168972
2100 330.9635596215074429 3036.5048945995936265 71.654501850976672017 0 0 0 -4360.8960990901850892 -2829.4419971313177484
2150 320.35083167029921469 2932.5084386568778427 73.856087512812436557 0 0 0 -4262.3654964580236992 -2818.7063165229142214
2200 325.48076553502386332 3050.7319616184013285 62.746820830402128877 0 0 0 -4318.4060278688557446 -2796.9470556971205042
2250 331.49502858962642904 2977.1819774115597284 77.139767755889593559 0 0 0 -4294.3430898449614688 -2804.2530173911709426
2300 322.05341732879981009 2902.3450122526373889 75.046350381304279153 0 0 0 -4263.9269179745933798 -2832.0427919344215297
2350 291.31891975350964685 3005.7381799773925195 67.386684664265459332 0 0 0 -4317.4144500125466948 -2858.2945972866859847
2400 317.17165522618643081 3068.7605701474440139 57.504105454635165984 0 0 0 -4389.9395199324344503 -2874.6257875450678512
2450 317.23787492404835575 3050.3075576198225463 63.195463623830363531 0 0 0 -4372.8330464647378903 -2863.483023932290962
2500 313.9515168690135738 3131.2213754566478201 65.416887705169131095 0 0 0 -4427.1813442286311329 -2864.9613743646186776
2550 337.33993804958799956 3154.1414516181544059 71.552694370710455019 0 0 0 -4481.6869372485389249 -2871.7941284236653701
2600 312.7793257117181156 3052.6593746621679202 73.229051624634436735 0 0 0 -4400.1099772878151271 -2878.4062050810139226
2650 328.73285267014659894 2970.9497742937132898 71.377871444176150817 0 0 0 -4354.4595263316741693 -2879.4469728156295787
2700 327.55863916396879176 3071.539424179240541 68.560335061662257772 0 0 0 -4390.7961311045628463 -2858.7629435667317921
2750 354.82448763696640981 3114.6564955101830492 75.432684927307832368 0 0 0 -4423.5624350763837356 -2829.4937763434254521
2800 331.45685524982724246 3160.7379696357079411 63.956024449163166423 0 0 0 -4446.1280810559273959 -2852.1810668720727335
2850 328.92792545906712576 3092.9626307750058913 64.229881158027737342 0 0 0 -4437.797032811000463 -2892.3468156897215522
2900 352.3630045548321732 3129.182509771439527 71.733064507892166262 0 0 0 -4488.9719446791259543 -2883.7318537907817699
2950 346.46165348915405957 3126.4607087177378162 62.688045420272985098 0 0 0 -4454.5608071556207506 -2860.9187461897208777
3000 338.74289798866743695 3050.2490391627025019 64.411076966256231913 0 0 0 -4415.1699534370181937 -2873.6353011385572245
3050 336.81390805922586651 3019.3761159564537593 68.845310053845821585 0 0 0 -4367.0775598615837225 -2842.6730571759399027
3100 321.98145288999626246 3031.9573800221296551 79.213609570216362954 0 0 0 -4374.5963563064215123 -2851.1802426049280257
3150 318.71641492141935714 3131.1204827547594505 68.231399088892757732 0 0 0 -4447.9884745302933879 -2888.8773887277625363
3200 329.87623680703779883 3214.8272649029458989 77.974413771697612674 0 0 0 -4486.0582957865408389 -2863.2809047130240288
3250 317.57315078843208767 3185.6058369544166453 70.792802722563322959 0 0 0 -4462.6327474561794588 -2880.9253008150158166
3300 333.69449716425856423 3142.399890327790672 79.384971569423044002 0 0 0 -4403.421350067237654 -2827.7501968753085748
3350 355.22003507756460294 3050.3292151504451795 84.386019958882528158 0 0 0 -4370.6057856454026478 -2821.0596516621162664
3400 358.31054428855577498 2973.7660833523373185 78.914969174056324164 0 0 0 -4316.0604889247042593 -2813.6040893188092014
3450 310.88949317877518297 2846.7556865679521252 79.575566068230358496 0 0 0 -4226.3004230531596477 -2843.8636602135243265
3500 333.57244202254963739 2889.6855540157603173 74.726856576334498072 0 0 0 -4258.1435436003621362 -2839.6611867160627298
3550 340.80412638921086455 3182.383282008354854 69.596438618928388564 0 0 0 -4465.5443881050596246 -2868.9239837891177558
3600 324.18244458356741688 3292.2103309870162775 77.209480769058359328 0 0 0 -4496.5581891381179958 -2835.2242619324147199
3650 336.92819689326216803 3312.7720755364903198 81.778912749447698616 0 0 0 -4576.6924235027981922 -2889.3607286501392082
3700 341.73534392053238662 3076.173301866424481 103.30689483355897096 0 0 0 -4447.1803548676898572 -2880.6331081060488941
3750 308.9913726495026367 2969.4192189954965215 90.34987957787613766 0 0 0 -4375.97641183469932 -2902.7934672728551959
3800 326.73116726898354045 2971.3518769085876556 96.945847126019302209 0 0 0 -4353.0157820624153828 -2854.1684319487017092
3850 334.23232260314227915 2919.5644563872610888 77.808728267230605979 0 0 0 -4322.520083794821403 -2867.4954639927132121
3900 337.15908295416551255 2967.1792916111248815 89.483485964565588233 0 0 0 -4322.6420515094914663 -2837.7514995105930211
3950 349.28719801262292322 3070.8222707899781199 75.841460760313466949 0 0 0 -4409.920281284243174 -2862.2516559606283408
4000 324.89080443750481209 3153.3508749541447287 73.931789782223887642 0 0 0 -4436.5030703780375916 -2859.4876874837359537
4050 336.30591142947690741 3131.9785833246723996 87.594117758916667071 0 0 0 -4471.4238769934609081 -2885.5722013952668021
4100 331.78239391213435283 3040.5391169863692085 85.226411685280623942 0 0 0 -4440.875283626586679 -2915.2461295860630344
4150 322.74000407612049912 3110.5697124398716369 97.718763879804640737 0 0 0 -4470.3182653172843857 -2893.8032090556357616
4200 354.9090828025856581 3064.4601101453299634 86.580467692001491287 0 0 0 -4440.039828843651776 -2871.6215896516009707
4250 332.94241150073361268 3066.2659318062355851 92.268623253112650673 0 0 0 -4404.0998112311190198 -2855.390819690551325
4300 357.726456595952925 3117.5206519077028133 84.688412158265137464 0 0 0 -4440.9883452803042019 -2840.8567793323618389
4350 338.68299305019951362 2971.8760452045348757 94.637880449127621318 0 0 0 -4360.6622897980923881 -2862.4733549242396293
4400 349.7614336238557371 3042.9115540688371766 77.971581368837632908 0 0 0 -4396.829503185998874 -2858.0435424324718952
4450 356.02576771598711503 3122.424841639078295 87.192400318909562884 0 0 0 -4461.5364380685732613 -2862.2096460406751248
4500 326.96438211045824573 3106.0157232026226666 79.742172131201513707 0 0 0 -4421.0730829060094038 -2872.1759818153777815
4550 344.91737803778659099 3208.3580253986933712 91.978535503258399331 0 0 0 -4490.9748060506899492 -2838.0713191649419969
4600 348.38410907397724259 3173.3349599833477441 86.112569670598389848 0 0 0 -4464.6788701294890416 -2834.6310709267977472
4650 328.1531541319795906 3111.2821274624348007 82.093800614253268577 0 0 0 -4470.9493306778949773 -2888.4605248943598781
4700 320.11711359831139134 3018.7352962927011504 81.411442417818250306 0 0 0 -4407.3687495469757778 -2888.4615747277744049
4750 354.56567788767063121 3095.2943351099120264 81.555554139360467047 0 0 0 -4498.9705981548595446 -2884.6486824442040415
4800 329.77507959634141343 3083.8093322099039142 74.913526672118635474 0 0 0 -4434.6973144468320243 -2858.7073114004610943
4850 338.14149402148501622 3071.300455287290788 65.312801326434907878 0 0 0 -4452.0168157882662854 -2882.7111475241608787
4900 298.51475096885587845 3055.6985929991251396 72.004432138450212619 0 0 0 -4416.9004386557826365 -2898.9229729170665451
4950 306.35893827816141766 3105.7818347036036357 80.389055152198892529 0 0 0 -4488.1735761379823089 -2922.8506403905348634
5000 317.80144427835182341 3206.9852355530438217 62.382127336900190073 0 0 0 -4508.0475880473413781 -2893.8961832649074495
5050 361.99737609990035025 3232.0625222810053856 71.357557434065824964 0 0 0 -4539.664620109398129 -2853.4905602171584178
5100 342.93465038877883444 3091.7366530969538871 85.517387397339561517 0 0 0 -4428.9383040205939324 -2837.5641580084120505
5150 348.53426657713470149 3032.0286821419722401 75.411145451157210573 0 0 0 -4382.9618325800038292 -2834.384275587412958
5200 348.23825235152753521 3088.5540285376923748 71.213480860584937204 0 0 0 -4450.9171974930704891 -2867.7400657451930783
5250 327.24937198764064306 3112.6404306099730093 72.851937836071272159 0 0 0 -4463.6672448514564167 -2881.06900874011626
5300 333.53653394538861221 3071.2886966508644946 67.73820295296152949 0 0 0 -4426.4915641054849402 -2871.8876628672574043
5350 328.42709689288381014 3078.6741259723717121 69.630954076630573013 0 0 0 -4406.6882311159079109 -2855.8255436290951366
5400 317.2403757094290313 3105.8245280083219768 80.145502656929053842 0 0 0 -4402.3924148587093441 -2843.5321944733136661
5450 340.42057188037938431 3102.2216274790353054 83.29885430848933936 0 0 0 -4423.1679906812742047 -2840.5239979473881249
5500 313.63805948561969217 3129.9442088883179167 68.48948300366370745 0 0 0 -4416.6423178812165133 -2852.7679131526501806
5550 337.66124485478849238 3071.4239597455075454 82.01065281237468696 0 0 0 -4415.9258858823704941 -2858.3316769822918104
5600 331.14087744929287283 3024.7274788992335743 77.017008490987052483 0 0 0 -4361.6095030999240407 -2844.1514102289884249
5650 348.71315542248703423 2967.1435307187239232 72.308092122109883348 0 0 0 -4363.5482715665275464 -2866.3697495882197472
5700 361.05263852612534947 3200.5780024526525267 83.565315053725882422 0 0 0 -4501.8344879620235588 -2832.5317412554627481
5750 325.02610212848929905 3089.576816428319944 86.386627373366877691 0 0 0 -4450.5870937558156584 -2887.8093912477816048
5800 316.50898703564405423 2999.0558838813794864 84.729843099279520402 0 0 0 -4377.8749053706569612 -2890.467378149040087
5850 341.92874445246440018 3100.8455782995984009 80.979460040185713865 0 0 0 -4446.3091194112139419 -2873.9447026045027087
5900 327.59453338775927023 3229.8410686952411197 79.210042261120079843 0 0 0 -4489.5997900861848393 -2849.9265339900862273
5950 349.41258725310711952 3147.6096247666855561 78.943528159894583496 0 0 0 -4460.8133099490669338 -2853.2688853987101538
6000 356.58548173161329942 3123.8913440503492893 77.908571325582784084 0 0 0 -4458.6624919132364084 -2849.6195423252056571
6050 354.50921552677391446 3140.7046128087044963 75.21170144639239652 0 0 0 -4490.7863300678582164 -2861.8640921527876344
6100 334.83058651717783505 3031.9947872391817327 71.505211206063904683 0 0 0 -4406.5627299175921507 -2863.821827432772352
6150 357.15206751906464433 2941.9488137595540138 57.973363587239596484 0 0 0 -4372.7370498223272079 -2876.740669153379713
6200 338.82790520183630179 3093.5579042869767363 62.873776445389061962 0 0 0 -4452.8518937157887194 -2872.7613505210638323
6250 325.44198290883997515 3140.7182402466205531 52.11530542801154553 0 0 0 -4479.619828716407028 -2897.2005444582305245
6300 320.36998077495422876 3203.764758521720978 72.00022200126680616 0 0 0 -4542.4112919593317201 -2912.8667813288957404
6350 353.08496550318596974 3273.3135234846795356 71.147157575310686184 0 0 0 -4610.508986276295218 -2905.4816479395431088
6400 344.72704420129934988 3266.4608987818119203 68.175458567400141874 0 0 0 -4551.1744670167563527 -2862.0483458324247295
6450 356.90564423185242049 3196.3428589497816574 62.482852812282843047 0 0 0 -4498.1586249095653329 -2836.5895959788631444
6500 306.30967781285193041 2990.720459612392915 70.402198958908257964 0 0 0 -4343.0048549631719652 -2849.2809888186493481
6550 344.54872267866920765 2881.3663095641290965 79.308947754419122589 0 0 0 -4342.0300614533880434 -2877.6713514247676358
6600 306.40651908011267324 2934.3862740012182257 74.027052656072783066 0 0 0 -4351.9179401801266067 -2898.0503449597517829
6650 333.99216302563354475 3095.746541695347787 78.31746634083182812 0 0 0 -4441.1234986970239333 -2852.7066443701278331
6700 343.69657415491928987 3206.5512661169132116 66.248325055182704091 0 0 0 -4474.1290679601470401 -2825.9814341393421273
6750 346.72980379632303993 3050.8586259622011312 65.507847004243885181 0 0 0 -4396.7591927108642267 -2854.7129611126169948
6800 351.38582683207448554 3106.1780750250195524 63.546776607630725664 0 0 0 -4440.9174057025520597 -2858.5946552766604327
6850 355.267347738642286 3119.2777451382680738 69.60563912427076616 0 0 0 -4481.5121610301703186 -2873.4182909082805963
6900 325.92067573188171536 3091.8107744385429214 76.535424130236577867 0 0 0 -4438.7769947712968133 -2883.3608969905312733
6950 320.92894340825830568 3120.8051631227658618 82.930845065646821013 0 0 0 -4456.2868098866329092 -2879.0101535888416038
7000 344.89885938724671632 3096.6755781642336842 81.059972781112335838 0 0 0 -4415.3445706949287342 -2831.3121591132126014
7050 371.13970328029768098 3064.8735692765421845 77.577437509937638538 0 0 0 -4409.589974728449306 -2818.8120896502664436
7100 339.57753058269400981 3085.4303633921631445 78.419961496728177508 0 0 0 -4419.7857788395385796 -2847.7253439603887273
7150 328.04072810838709984 3096.4149239411121926 79.787647991422048221 0 0 0 -4455.548100248593073 -2876.6997791807061731
7200 327.82598195486610848 3098.4602533742258856 76.762740403680197687 0 0 0 -4479.4235834310093196 -2902.8315081196974461
7250 350.96191277116645324 3069.6345398941016356 74.714289438752985006 0 0 0 -4483.2434349090071919 -2904.0412968756177179
7300 332.99273983095440599 3044.4639159072580696 74.332943873424426329 0 0 0 -4429.5410545609975088 -2883.1522267582085988
7350 336.02241460631000791 3110.3068820468324702 72.398667551368831141 0 0 0 -4485.3192378627800281 -2894.1801863903251615
7400 357.41315257894825663 3132.011088363374256 62.740412734225337488 0 0 0 -4463.3520913251122693 -2853.5577033127906361
7450 365.25760099157918148 3291.7014664491907752 72.338078886820255775 0 0 0 -4590.8707885991198054 -2862.3902417759850323
7500 342.78879324256297423 3144.5704744244553694 66.523826780824478533 0 0 0 -4487.4355593583986774 -2873.8944823764481953
7550 337.21244933805650135 3047.2360082591294486 63.875003297654942003 0 0 0 -4443.331073826757347 -2893.6964587176926216
7600 338.19596492405833033 3009.195585240753644 65.078490091593124589 0 0 0 -4404.2607936531449013 -2871.7985576274750201
7650 339.19016406950652254 3055.2525576041339264 88.671048340383023856 0 0 0 -4445.4313264737793361 -2859.1151256107277732
7700 345.7323498648848954 3254.4536955343937734 83.362914384813464608 0 0 0 -4552.0015746315439173 -2840.003602561563639
7750 348.82620697452631475 3234.0404079851941788 76.50841288628816983 0 0 0 -4565.7518180456499977 -2873.2402776029512097
7800 350.95249609487763109 3104.0192413297395433 66.79542623713378191 0 0 0 -4508.5104807530906328 -2907.2890440243400008
7850 350.01978570718148376 3131.4284734091565952 76.894005939622459778 0 0 0 -4527.579365811910975 -2888.9412165394824115
7900 341.65769548180480797 3113.5436289221711377 71.523545049775549387 0 0 0 -4497.848790617485065 -2886.0980274640924108
7950 335.81873759322553497 3111.0813032040346116 67.93774694820865534 0 0 0 -4468.7706075848627734 -2871.8405592852518566
8000 351.47207762120865482 3064.0623325589135675 65.818848439462200872 0 0 0 -4406.0806750403153274 -2829.3469306841311663
8050 387.06664808776037034 3177.4948852828774761 70.050962181372639748 0 0 0 -4520.0998524555025142 -2828.2302195831975951
8100 342.18272922395470914 2977.5702767906768713 88.201943823323460947 0 0 0 -4399.7580221608195643 -2872.2329364468359927
8150 371.12980358851922347 3030.9707012323515301 86.90784172155336762 0 0 0 -4451.2399132474065482 -2861.8522752629846764
8200 359.14942942915286039 3135.3471048342998984 96.871295924933349397 0 0 0 -4502.6646059497443275 -2857.6545065459531543
8250 328.31338328932343984 3229.6563232075036467 84.170076377774179832 0 0 0 -4519.6082414463871828 -2861.2033276429647231
8300 367.2111749784118615 3254.1343535693567901 85.028664459760534555 0 0 0 -4575.5197194472930278 -2865.1300920858188874
8350 333.51633859966761975 3077.8427449376749792 79.207897175869362627 0 0 0 -4397.6047721045579237 -2838.5996062994154272
8400 358.62899857068975962 2991.4814220228981867 90.788037394859770757 0 0 0 -4388.5972182324094319 -2852.1976285688119788
8450 350.86817026967821675 3029.9450151258920414 91.700307384615882711 0 0 0 -4445.7926931822676124 -2883.9553848574341828
8500 364.36107781211296697 3142.5014244940703065 79.197845021165178991 0 0 0 -4504.2746934200404212 -2872.2710001876721435
8550 329.84497270647619871 3211.7447857314687099 79.302459226620626964 0 0 0 -4528.4096535271446555 -2888.8471710751482533
8600 350.35947147377282818 3289.8889906875201632 71.441659245500588327 0 0 0 -4613.8129660478271035 -2911.7844454106402736
8650 380.27531102315970202 3240.7095538827561541 57.539238867638175634 0 0 0 -4564.2116131593020327 -2875.3684185044767219
8700 349.81682930529200348 3164.1620741915116923 67.233929029373925346 0 0 0 -4508.0150956667630453 -2880.6970985520310933
8750 329.78517670314886345 3081.0640065203306222 71.523520066540783091 0 0 0 -4436.6388168678422517 -2868.6848062669555475
8800 336.67331108776556903 3048.0305811503676523 77.854223356452493476 0 0 0 -4437.9842470319663335 -2879.9048423815629576
8850 327.54326244408946422 3120.8122609928641396 70.612781137905855644 0 0 0 -4513.4742240676469009 -2919.701790196919319
8900 338.8311609593484377 3202.6450943015665871 66.978760818618098938 0 0 0 -4543.3828404475243588 -2889.5781644579888052
8950 350.95657716002557436 3220.3925727434116197 68.666223721972670546 0 0 0 -4585.3459769800138019 -2913.4764832827090686
9000 319.81942837675177316 3169.994213199074693 69.622351613176931551 0 0 0 -4523.6599023243088595 -2915.0090233380528844
9050 354.93385313812848381 3272.2516971688469312 70.33621673010476627 0 0 0 -4582.0908624888033955 -2871.9226491276626803
9100 365.35145581392833947 3143.1038481693249196 67.554064249070023607 0 0 0 -4501.2284001273474132 -2871.5508518191627445
9150 362.92499033045908163 3113.5553769429916429 74.391887515289340627 0 0 0 -4486.5677403358249649 -2867.6227575540592625
9200 338.95067542039441832 3108.5235375483107418 84.194440619002961057 0 0 0 -4488.8255843369734066 -2897.3132732288527222
9250 350.6317876604648518 3054.481450356390269 89.083325647812273473 0 0 0 -4463.5428161963236562 -2893.3313160102070469
9300 355.03652363417535298 3133.6719635208592081 67.970224640869133736 0 0 0 -4521.2009692107749288 -2922.9402426128917796
9350 349.77875684303137405 3190.3934921324266725 79.381438599695442804 0 0 0 -4510.2059114284711541 -2875.0599143172908043
9400 364.8369875013599426 3345.9029491150545255 61.847854774123270261 0 0 0 -4604.0943555408011889 -2867.6157981585538437
9450 346.67209831688438726 3201.2895233040485437 53.558414079885906744 0 0 0 -4503.3055591575594008 -2889.3823575601031735
9500 331.03696840520342448 3148.3541130454941595 72.305398118805086938 0 0 0 -4467.8280533121924236 -2881.0951225442677242
9550 345.25656177002400682 3041.9538352141580617 63.975307509748262191 0 0 0 -4442.0770766807254404 -2909.1703924487919721
9600 326.36234969964277752 3011.0964902108112256 66.304860331776623639 0 0 0 -4420.407084767825836 -2913.4010388418855655
9650 330.75460961818464511 3073.6561768693095473 65.554831195559657431 0 0 0 -4406.9881935226430869 -2849.1102359431911282
9700 367.54488729209140274 3049.3806026214442682 75.823534823947980499 0 0 0 -4428.0561193489002108 -2846.6440949948005255
9750 386.29130933004876169 3140.5989927730938689 85.209579491652533534 0 0 0 -4467.6590889420422172 -2805.6446905162674739
9800 369.82509085206373811 3097.0325826573553059 94.877633322708646801 0 0 0 -4454.6017939628036402 -2834.3299871613930918
9850 351.81749521635350675 3058.5409599401109517 77.847747919467110478 0 0 0 -4408.7271748268158262 -2845.866947524016723
9900 352.39102825087218207 3133.5984145201773572 82.218019136534536528 0 0 0 -4485.465109264986495 -2872.0870261943919104
9950 329.66292330142999845 3355.2446650757460702 67.407469875916191882 0 0 0 -4640.7683512814783171 -2915.5798532906405853
10000 360.43126399696433282 3198.527883434722753 70.169304190030899804 0 0 0 -4547.1754346864181571 -2893.4437175860439311
10050 339.75497894925928222 3048.0929905199800487 75.917450834479978994 0 0 0 -4438.4844323205534238 -2890.6377397388246209
10100 338.81823939484854691 2959.3583505868332395 73.26170093437914943 0 0 0 -4374.2076657534107653 -2879.7396679309758838
10150 357.4739459385631335 3155.7742657542580673 72.597962193192472569 0 0 0 -4510.3581701225284633 -2883.0037187959151197
10200 336.29196617121897361 3168.5909904204236227 77.087490552539122746 0 0 0 -4496.4624877377827943 -2880.0289451083172025
10250 374.56031974840112753 3289.873917659066592 63.34897937290264025 0 0 0 -4608.5426369590786635 -2886.7988803281218679
10300 350.26888968467147834 3236.8017181394338877 64.204218490260558383 0 0 0 -4582.8111537188815419 -2921.2960440108554394
10350 340.29976363762961 3109.0939045881400489 72.603344270754007539 0 0 0 -4487.0954416560225582 -2906.3481779603794166
10400 343.30182607631735436 3015.272193614814114 74.448223436334700409 0 0 0 -4435.1231115052169116 -2921.7573418226161266
10450 336.52841341071848547 3172.2398185769911834 64.944887343379392064 0 0 0 -4542.140204015463496 -2949.0068634165286312
10500 341.91143238068804067 3323.494314276973455 71.014081955107101862 0 0 0 -4592.6952135789751992 -2905.1200206903076833
10550 367.39353796214624026 3349.0566038259753441 76.090009725926421424 0 0 0 -4635.2393227596003271 -2898.8497318373911185
10600 364.7121414758495348 3209.7818316408211103 76.40325244626664869 0 0 0 -4522.8537429666339449 -2881.8188439254963669
10650 347.59233828629885465 3210.0828566519567175 85.658933907644126293 0 0 0 -4506.2867886981084666 -2851.9294162710762066
10700 370.48888007760376695 3017.6529409509225843 78.938217754836315976 0 0 0 -4382.354144105944215 -2826.5150654331578153
10750 342.10338731628513642 2805.5409079296873642 72.96264645308291108 0 0 0 -4259.309626749562085 -2856.1182503294789967
10800 359.86715856048789419 2985.6922480246412306 83.565670494617023678 0 0 0 -4354.6990434346171241 -2808.9963692358414846
10850 350.47678157353368533 3096.5330375979788187 73.782830574481010899 0 0 0 -4429.0562498024028173 -2835.1089106441304466
10900 358.56828248725105368 3165.8917515713487774 73.322057668064914537 0 0 0 -4483.0265346478172432 -2853.1848428680723373
10950 349.26529171052430911 3254.6780754812789382 81.163699991003028344 0 0 0 -4581.8822807548604032 -2892.7299818976107417
11000 346.13227298252996889 3157.2500916057520044 75.365162690186906502 0 0 0 -4483.1430318077600532 -2873.2611476667607349
11050 352.14455885752960285 3185.5383937251008319 70.005852671203996351 0 0 0 -4511.4080894156377326 -2883.4343483222673967
11100 352.04964423207377422 3134.629141192210227 76.496568016594437722 0 0 0 -4475.5776328155170631 -2868.3492849824274344
11150 362.70427268458854542 3229.1533473797189799 78.668145876804828731 0 0 0 -4546.6222781143187603 -2856.8768243167041874
11200 343.97457373855974083 3055.6815488228749018 76.829222024577745742 0 0 0 -4425.3658116182650701 -2872.3490616313724786
11250 352.45586937257297677 3009.6228296434956064 86.272430646515473995 0 0 0 -4390.9235763781707647 -2844.4249123828963093
11300 362.84195985911816251 3054.262469650451294 75.210873934270210839 0 0 0 -4393.9012853729273047 -2813.4042437520342901
11350 369.45145425963221442 3034.9281995881187868 79.846643420783891543 0 0 0 -4393.8066106781207054 -2821.6019071630757935
11400 361.23074706691363644 3142.2757271890714037 75.482973173435254921 0 0 0 -4458.5636477628713692 -2827.637985158945412
11450 380.9497009183182854 3122.5514504983812003 73.916518481641730887 0 0 0 -4484.3783333864166707 -2853.1318525303104252
11500 361.88861407444994711 3123.7477031113730845 70.128156909921912643 0 0 0 -4472.8458829651608539 -2861.3359357754466146
11550 357.76384780748685444 3175.1222696023419303 76.72560408240795482 0 0 0 -4497.8265079056218383 -2856.0019045123553951
11600 358.75532578173499587 3127.1845927376953114 72.639023542285457324 0 0 0 -4462.6788505306831212 -2860.0014794336088926
11650 323.24951794579720854 3063.9428403747874654 80.312577527160343038 0 0 0 -4423.7710706475118059 -2892.7459359320623662
11700 362.39441239477270074 3197.9017881088857393 81.681566465450231362 0 0 0 -4531.21053282824505 -2877.6457948709767152
11750 331.00392560463160407 3225.3887034882086482 78.374220832597288222 0 0 0 -4558.5199501457345832 -2917.9460923090846336
11800 347.15683691716225212 3236.3076096911499917 65.842785787075527537 0 0 0 -4559.4500117594825497 -2904.8168968496970592
