# step time temp etotal ke pe enthalpy density lx ly lz vol pxx pyy pzz press
2100 1.0500000000000000444 313.27846405728541868 -1371.5254194190963517 717.17652027687950067 -2088.7019396959758524 -1577.8867710679489846 0.880714459964418106 20.587357545901195266 20.587357545901195266 20.587357545901195266 8725.7310201109303307 81.166158421470214535 -2354.9187066016829704 -2591.1249390608190879 -1621.6258290803436921
2200 1.1000000000000000888 303.21501094587443959 -1398.1991569616907327 694.13863828863168237 -2092.3377952503224151 -1175.3297553450465784 0.88777121628771094031 20.532663796046772831 20.532663796046772831 20.532663796046772831 8656.371531515431343 690.26241298115508016 1488.2257065592327763 3117.6575802652237144 1765.3818999352047285
2300 1.1500000000000001332 300.9955690967167925 -1426.2609778215212373 689.05775413936339646 -2115.3187319608846337 -1489.2815851093546371 0.88996222463089147414 20.515800081604012917 20.515800081604012917 20.515800081604012917 8635.060309845222946 -469.8952455480796857 -170.06732209678210666 -861.32045725909597422 -500.42767496798654747
2400 1.1999999999999999556 305.00255921851629637 -1439.3745928178632312 698.23080483400201501 -2137.6053976518651325 -1553.6741976567527672 0.89254235810252413597 20.496012191333775831 20.496012191333775831 20.496012191333775831 8610.0983481716466486 -2293.2852322906828704 -670.9251710681038503 233.46015335964565907 -910.25008333304822372
2500 1.25 300.49442088817102103 -1455.9338410016384842 687.91049452983554602 -2143.8443355314739165 -1639.9152371524828595 0.89943370941022848797 20.443531948534904075 20.443531948534904075 20.443531948534904075 8544.1288254704759311 277.55896588377527223 -2524.0335870565859295 -2182.9925537404333227 -1476.4890583044139021
2600 1.3000000000000000444 285.65111680567878238 -1476.4421853257890689 653.93028078189399821 -2130.3724661076830671 -1380.9919277661660999 0.91094033386640116401 20.357088847181135094 20.357088847181135094 20.357088847181135094 8436.2028965761401196 1203.7144717641781426 -93.461704203853798845 1217.1709392099473916 775.80790225675684724
2700 1.3500000000000000888 297.08966875357663184 -1473.9413440266848738 680.11612444556715218 -2154.0574684722519123 -1487.6759464037315865 0.92327229184831627329 20.266047145527132045 20.266047145527132045 20.266047145527132045 8323.5222707564062148 -201.66798156795556451 1136.3626312065414368 -1274.1278433087948088 -113.1443978900698113
2800 1.4000000000000001332 298.34257084129228588 -1456.7500955752684604 682.98434573303882189 -2139.734441308307396 -1313.8493311514976085 0.92901515980340310108 20.224201442224526204 20.224201442224526204 20.224201442224526204 8272.0689776451363286 -241.44694031844505844 1903.6538300755262298 1891.3704360508672835 1184.5257752693157727
2900 1.4499999999999999556 307.34834380172833335 -1422.6933656316432462 703.60092061827606358 -2126.2942862499194234 -1281.624626799043881 0.92730366595843993771 20.236636176140972765 20.236636176140972765 20.236636176140972765 8287.3364630008836684 2523.3642939124783879 372.56171251130052724 605.63081016685760005 1167.1856055302118875
3000 1.5 307.90204031717541966 -1400.8504283848278646 704.86847707617914693 -2105.7189054610071253 -1501.9394137462313665 0.92139628326116962409 20.279792047427182666 20.279792047427182666 20.279792047427182666 8340.4693754266991164 -2183.0935623757491157 -428.9791313589490187 118.86355111314232147 -831.06971420718491572
3100 1.5500000000000000444 311.85699177832401574 -1439.9519475068241263 713.92239763629743265 -2153.8743451431214453 -1427.117951619489304 0.91612478239557038062 20.318615196144964585 20.318615196144964585 20.318615196144964585 8388.4615183934020024 745.06379978987570212 -1074.6702765789573277 644.32691301501017733 104.90681207530936092
3200 1.6000000000000000888 294.38096836788514565 -1480.2894709180725386 673.91519926250816752 -2154.2046701805807061 -1703.068094708238732 0.91732162775207148897 20.309774667615208443 20.309774667615208443 20.309774667615208443 8377.5169479038995632 -957.02304488512891112 -1055.2929628058388971 -3457.8885496373354727 -1823.4015191094333659
3300 1.6500000000000001332 297.74304765712281551 -1480.3566403175127562 681.61188001841708228 -2161.9685203359299521 -1370.6765426286165166 0.92455754020892344514 20.256652027130940041 20.256652027130940041 20.256652027130940041 8311.9515540754873655 -771.17905282301956049 828.91969066298167945 2656.6365117304007981 904.79238319012006286
3400 1.6999999999999999556 304.91355945475106637 -1477.6989997915106869 698.02706104626770411 -2175.7260608377782773 -1895.0488260868755788 0.93365225119329964265 20.190663916557006985 20.190663916557006985 20.190663916557006985 8230.9847947667221888 -1412.8780678977077514 -2901.7865788038275241 -6115.5633769706482781 -3476.7426745573939115
3500 1.75 299.90852540271680482 -1497.7049692944542585 686.56922618964370031 -2184.2741954840980725 -1175.3258591652147516 0.94112899067458222202 20.137053882127283089 20.137053882127283089 20.137053882127283089 8165.5942589372434668 4831.3715130505297566 2335.88849809515159 954.01955885442453109 2707.0931900000355199
3600 1.8000000000000000444 299.20729586665970601 -1526.2918110879552387 684.96392797644489292 -2211.2557390644001316 -1519.0507668229729461 0.93980372276795109965 20.146514884873887752 20.146514884873887752 20.146514884873887752 8177.109003716152074 408.99241095603997564 577.45226367660040978 -804.28729065902348339 60.719127991205937178
3700 1.8500000000000000888 283.94345039905118711 -1552.4873847038516033 650.02098476633727842 -2202.5083694701888817 -1694.6818897407877103 0.93634489764141215495 20.171291241393909388 20.171291241393909388 20.171291241393909388 8207.314956838494254 -29.208919012115305947 -1894.4768568910556041 -1640.2271054838042801 -1187.9709604623244559
3800 1.9000000000000001332 293.220978757305204 -1543.2831943692181085 671.25967898926990074 -2214.5428733584881229 -1532.8625493882525461 0.9396557923746473584 20.14757205407450158 20.14757205407450158 20.14757205407450158 8178.3963293100805458 -1545.7501894987728974 1629.3055088965991217 178.54757248395921465 87.367630627261732457
3900 1.9499999999999999556 306.4081091565643078 -1496.4579975718727383 701.44847706269479204 -2197.9064746345675303 -1488.8423215773259471 0.94644669607163922631 20.09926901058160098 20.09926901058160098 20.09926901058160098 8119.7150511158624795 2182.7643037593365989 -806.64305923630001871 -1183.1853488128056142 64.311965236743290575
4000 2 315.70947258765562538 -1490.8274714352726278 722.74173601496318042 -2213.5692074502358082 -1536.3320783585843401 0.9490215781760366065 20.08107478980515026 20.08107478980515026 20.08107478980515026 8097.6846679731452241 -1482.5466863200977059 -634.77556211395437913 961.37005967940262963 -385.31739625154983742
4100 2.0499999999999998224 307.68490714461972857 -1534.4961658072602404 704.37140232959939112 -2238.8675681368595178 -1481.1341838896144054 0.95077129996873144258 20.068748702471815193 20.068748702471815193 20.068748702471815193 8082.7823509444451702 710.21456985458928557 -377.77841927290126023 1025.6159517085998232 452.68403409676125193
4200 2.1000000000000000888 293.55575133151501177 -1562.9629500717192059 672.02606116168760764 -2234.9890112334069272 -1445.8237522479757899 0.95306219268299696701 20.052655930817817165 20.052655930817817165 20.052655930817817165 8063.3536218007093339 -633.76784738655817364 2427.9994150404768334 1194.1214821600440246 996.11768327132051581
4300 2.1499999999999999112 281.68320447040787258 -1566.7742820851572105 644.84668938362631252 -2211.6209714687834094 -1614.7328227069356217 0.95243909207773469472 20.057027898317485892 20.057027898317485892 20.057027898317485892 8068.6287943172310406 -239.88969259897669417 -689.21779445432719058 -293.56907917980907996 -407.55885541103572223
4400 2.2000000000000001776 301.3608748353577198 -1552.4155012508504115 689.89403472846822751 -2242.3095359793187527 -1489.5032324935446013 0.95101012811995533358 20.067068599990456335 20.067068599990456335 20.067068599990456335 8080.7525135026107819 2669.9598107635133601 -941.5875628729016853 -126.86500749401332655 533.83574679886612557
4500 2.25 300.95547921181400852 -1549.1719336120258959 688.9659778845244773 -2238.1379114965502595 -1473.3449367846326368 0.95138631388328143146 20.064423358130021313 20.064423358130021313 20.064423358130021313 8077.557319281103446 -275.26926996076872456 839.99077938503410223 1366.309165252685716 643.67689155898438003
4600 2.3000000000000002665 293.04580654826361297 -1539.7651567398033876 670.85866388691454176 -2210.6238206267180431 -1559.2075527988681642 0.95117762023393892523 20.065890666107193852 20.065890666107193852 20.065890666107193852 8079.3295801910262526 -1200.5498720014998071 -1141.177035646657032 1846.7102351605344666 -165.00555749587363152
4700 2.3500000000000000888 306.51758925481300366 -1485.8975221478458479 701.69910570433432895 -2187.5966278521800632 -1439.9397841150655495 0.94842754303840037799 20.085266420638259177 20.085266420638259177 20.085266420638259177 8102.756546433004587 2241.1816906788494634 -482.41114750603742323 -592.03824565109789546 388.91076584057100263
4800 2.3999999999999999112 299.68496763078985623 -1470.2216864171359703 686.05744385109744599 -2156.2791302682335299 -1428.4849970242016752 0.94311813305639735638 20.122886812468522066 20.122886812468522066 20.122886812468522066 8148.3721008174297822 964.4405144255116511 -833.3951302952846163 922.59524627264295304 351.21354346762393561
4900 2.4500000000000001776 295.43331910886200831 -1490.6816270322356104 676.32430594909658339 -2167.0059329813320801 -1742.1197755803243581 0.93793222193375291873 20.159905749238248518 20.159905749238248518 20.159905749238248518 8193.4251787700704881 -368.08489953401470984 -2570.7207351392012242 -3373.8346617742199669 -2104.2134321491448645
5000 2.5 294.72773501147355546 -1525.1206629139142024 674.70903900359974159 -2199.8297019175138303 -1577.6697431632221651 0.93818573053702081221 20.158089772658676964 20.158089772658676964 20.158089772658676964 8191.2112208026428561 696.66438721307179094 -1129.834978807463358 -886.49033959440532726 -439.88697706293208967
5100 2.5500000000000002665 291.52435966793171929 -1526.5644325822736391 667.37567317861282845 -2193.9401057608865813 -1671.59993128106521 0.94658079457514054944 20.098319836741737276 20.098319836741737276 20.098319836741737276 8118.5647619451438004 -1019.5399767544421366 -1972.5736118544575675 -682.74319560722733513 -1224.9522614053760208
5200 2.6000000000000000888 305.99764756884121653 -1500.6471157304454209 700.5088228988620358 -2201.1559386293074567 -1471.7698047014162057 0.96095706061079932958 19.997589784223851694 19.997589784223851694 19.997589784223851694 7997.1080896030262011 -288.36713182192880822 3863.4637496278860453 -2832.3013131019433786 247.59843490133877708
5300 2.6499999999999999112 318.73656415449431734 -1489.5073005400627153 729.6715420678551709 -2219.1788426079178862 -1416.3827837582437041 0.97156267564365583755 19.924558582642283966 19.924558582642283966 19.924558582642283966 7909.811354250072327 -922.19150543092280259 150.48446054581211229 2673.4081053065187916 633.90035347380353414
5400 2.7000000000000001776 315.32644757486519893 -1545.5410705200804387 721.86489136278237311 -2267.4059618828628118 -1488.0468408714207271 0.97460407700606832559 19.903811106383169971 19.903811106383169971 19.903811106383169971 7885.1275758863048395 979.6291092883265037 871.98914306691062848 -351.72310390744303277 499.96504948259882894
5500 2.75 292.09910089708336045 -1573.7951574926341891 668.69140650239239676 -2242.4865639950266996 -1606.8553482640252241 0.97297866663017607003 19.914888383394679039 19.914888383394679039 19.914888383394679039 7898.3000827630166896 -2038.2483405270957064 1963.3326387583229007 -786.11193343304307746 -287.00921173393828667
5600 2.8000000000000002665 297.26874615436605609 -1568.8053129248091864 680.52607955545590812 -2249.3313924802650945 -1662.6071876059247643 0.96827497202456180858 19.947083879187282207 19.947083879187282207 19.947083879187282207 7936.6685138039820231 -3316.1715338496360346 2224.4926658057925124 -1339.5096815570489071 -810.39618320029705956
5700 2.8500000000000000888 309.41688281595531862 -1554.464411201984376 708.3363486239784379 -2262.8007598259628139 -1590.1696175247745941 0.96669044474826815172 19.957976523346061981 19.957976523346061981 19.957976523346061981 7949.6777121583718326 2711.6038602962139521 126.16995153136596741 -3761.6789662682358539 -307.9683848135512676
5800 2.8999999999999999112 306.2693002099408659 -1560.0017229044185569 701.13070699949480513 -2261.1324299039133621 -1585.4879468539579648 0.96785428563516640033 19.94997351912097372 19.94997351912097372 19.94997351912097372 7940.1182566738043533 -560.75836907885934579 -2064.5102546456455457 1964.9950897304320279 -220.09117799802422155
5900 2.9500000000000001776 289.00233336721578326 -1590.3740932445598446 661.60209390677539432 -2251.9761871513351252 -1501.495950531637618 0.96799085827459718789 19.949035235918326947 19.949035235918326947 19.949035235918326947 7938.9979951564218936 1225.6115530471536204 1911.7565700239422313 -834.47043584899188318 767.63256240736768632
6000 3 288.74123635972699731 -1595.8097084659048051 661.00437441830365515 -2256.8140828842083465 -1653.5906827422236347 0.96805694783804319137 19.948581249873718946 19.948581249873718946 19.948581249873718946 7938.4559971749267788 -1167.3150629795891291 -583.85835175112049455 253.92388987616419627 -499.08317495151555931
6100 3.0500000000000002665 300.45753278333194203 -1559.6137742279145186 687.82604798880788621 -2247.4398222167224048 -1619.6812071080869373 0.96894143025996459784 19.942509489372376663 19.942509489372376663 19.942509489372376663 7931.2095067603177085 -655.73013683769636373 -1542.4544952381797884 640.26512602766501914 -519.30650201606988503
6200 3.1000000000000000888 303.91397177908055482 -1537.6248193903079482 695.73874284633575371 -2233.3635622366437019 -1495.5951714165512385 0.96604866925837151737 19.962395108470868621 19.962395108470868621 19.962395108470868621 7954.9589246589321192 -1225.0622779333396011 948.85650748576267688 1363.0396706082926812 362.27796672023913516
6300 3.1499999999999999112 303.94932834820485823 -1555.849096562773866 695.81968330066865747 -2251.6687798634425235 -1718.9347053881747343 0.96199982599420208462 19.99036167015754728 19.99036167015754728 19.99036167015754728 7988.4395771378103746 -2380.6211788829900797 -1364.7553447893640168 -454.13763619102309121 -1399.8380532877918085
6400 3.2000000000000001776 287.79050025135319402 -1580.3789490882950304 658.82789026080854455 -2239.2068393491035749 -1573.9588979070358619 0.96439836125752520513 19.9737753734041803 19.9737753734041803 19.9737753734041803 7968.5716939119320159 -179.11834800670439449 -1145.5968107776875513 1490.4460139340565092 55.243618383221416934
6500 3.25 297.22115435483902957 -1561.8848697048829308 680.41712945165215842 -2242.3019991565352029 -1780.0653759437714143 0.97113034548342014318 19.927514831751196311 19.927514831751196311 19.927514831751196311 7913.3326632341049844 -3082.2191728611664985 -1827.6225922782182352 -761.70983013403099449 -1890.5171984244714167
6600 3.3000000000000002665 301.00535874484762644 -1512.3882687015761803 689.08016520998182841 -2201.468433911557895 -1436.8319889955077997 0.98197046875472981942 19.853915704338348291 19.853915704338348291 19.853915704338348291 7825.976164962704388 1044.4141401333511112 -1000.5788752041473799 1942.1563482077094704 661.99720437897133252
6700 3.3500000000000000888 312.56243173994255358 -1519.5005639565551974 715.53733461723629716 -2235.0378985737916082 -1611.615501925060471 0.99133501933925260996 19.791201781304323504 19.791201781304323504 19.791201781304323504 7752.0488364205239122 -1528.4125175533908987 146.79046146524657956 -1062.7028292179945765 -814.774961768712501
6800 3.3999999999999999112 286.12517865513859761 -1566.259282792025715 655.01553261564106379 -2221.2748154076666651 -1184.7792899245409899 0.99763593210030687697 19.749447706816308568 19.749447706816308568 19.749447706816308568 7703.0881064928353226 2803.9162373832250523 3068.953549061542617 4314.2700087317616635 3395.7132650588432625
6900 3.4500000000000001776 295.23297159331821149 -1575.8251122625256357 675.86565797124660548 -2251.6907702337721275 -1616.5216617090329692 0.99717639319974571421 19.752481020268490397 19.752481020268490397 19.752481020268490397 7706.6379986318042938 -740.26337527553448581 -955.31594383804929294 609.30879803361870017 -362.09017369332116232
7000 3.5 297.2367429262932319 -1563.0048356931743001 680.45281577776222548 -2243.4576514709365256 -1597.8685968066006353 0.9936075888505523368 19.776101515656073104 19.776101515656073104 19.776101515656073104 7734.3184265148029226 -2655.4138068183178802 3096.164972954271434 -1368.0026866930757024 -309.08384018570762919
7100 3.5500000000000002665 294.57825292269092188 -1530.7468493332612525 674.36683532037034183 -2205.1136846536314806 -1668.9615846167182553 0.99092389280979731314 19.793938474181814513 19.793938474181814513 19.793938474181814513 7755.2651005124598669 -294.21927928903619431 -971.90934927307500857 -2399.9608752273738901 -1222.0298345964954478
7200 3.6000000000000000888 309.07013206378314862 -1502.0414735152371577 707.54254526250394974 -2209.5840187777412211 -1451.5238389803275822 0.99141124914419875847 19.790694518510353106 19.790694518510353106 19.790694518510353106 7751.4527798685703601 270.53855869075249529 -2275.2133795479749097 3345.2935002114450072 446.87289311807393233
7300 3.6499999999999999112 299.58716310119990567 -1545.0640408908293466 685.83354364649915169 -2230.8975845373283846 -1476.3588824987955377 0.98865936186065439539 19.809039666859614925 19.809039666859614925 19.809039666859614925 7773.0285876308817024 1900.4383437126957688 1571.988242468235967 -1654.2148968161468474 606.07056312159454592
7400 3.7000000000000001776 284.38618202596882156 -1577.9811348901037036 651.03451350845739398 -2229.0156483985610976 -1484.8568958302171268 0.98183309879320446178 19.854841593016864465 19.854841593016864465 19.854841593016864465 7827.0711107798706507 -310.72090619306931103 2169.2753585729919905 588.86734053948453038 815.80726430646836889
7500 3.75 287.28485555433013587 -1553.1401554628419035 657.6703370105437898 -2210.8104924733856933 -1635.3428802518965313 0.97449608739379656175 19.904546298475700894 19.904546298475700894 19.904546298475700894 7886.0013730011942243 1511.0119340002995614 1143.985945431607206 -4799.2444807946867513 -714.74886712092688867
7600 3.8000000000000002665 306.08621697149089869 -1522.8449945010402189 700.7115814771972282 -2223.5565759782375608 -1465.730031253649031 0.9672609510659551102 19.954051904729084299 19.954051904729084299 19.954051904729084299 7944.9888623155620735 131.60536672499887345 1271.5123260009406749 75.656879721530046368 492.92485748248918753
7700 3.8500000000000000888 297.07944680118026781 -1524.024371208694447 680.09272371716997441 -2204.1170949258644214 -1608.6887308914533605 0.96281710647960061511 19.984703843320318128 19.984703843320318128 19.984703843320318128 7981.658646750052867 -465.81807949382363176 -1128.2031193257507766 -587.9692397719559267 -727.33014619717710048
7800 3.8999999999999999112 298.93510885517781617 -1523.2004035281702272 684.3408205619389264 -2207.5412240901091536 -1431.5623989987420828 0.95952703491910285027 20.00751928469011176 20.00751928469011176 20.00751928469011176 8009.0265344318067946 914.98686232049101363 839.43704593440713779 599.2227043511196598 784.5488708686721111
7900 3.9500000000000001776 314.80325924901313783 -1489.2371913650988517 720.66717614762023913 -2209.9043675127190909 -1631.0484693835494454 0.95943641320208472578 20.008149188747715641 20.008149188747715641 20.008149188747715641 8009.7830115950746404 -1659.6828988720292273 -1310.2476379347106104 -672.03125495711685744 -1213.9872639212853755
8000 4 321.27605343505507562 -1495.2959118763983497 735.48509867792574823 -2230.7810105543239843 -1416.6405555617336631 0.96206608326094855688 19.989902749107006485 19.989902749107006485 19.989902749107006485 7987.8894151674830937 1764.3090912894949724 -390.94254336617262879 652.17718463611822699 675.18124418648085339
8100 4.0499999999999998224 307.4015056399198329 -1555.0262764335429893 703.72262200059242332 -2258.7488984341352989 -1537.2904279400911491 0.96198878602094262114 19.990438140977602188 19.990438140977602188 19.990438140977602188 7988.5312540477680159 1097.8296508784821981 -78.9909887528702086 -562.13930856424701688 152.23311785378862737
8200 4.0999999999999996447 290.00880122419511054 -1582.4491428387218548 663.90616264514540035 -2246.3553054838671414 -1681.617586781783757 0.9615652993418554173 19.993372398890215891 19.993372398890215891 19.993372398890215891 7992.0495138829292046 -339.326938830201982 -772.4463288858736405 -1440.6970369461439532 -850.8234348874071884
8300 4.1500000000000003553 281.75730800809861876 -1594.6675752819355694 645.01633180530109257 -2239.6839070872365483 -1190.9748421606245756 0.96185201477668891279 19.991385614349354682 19.991385614349354682 19.991385614349354682 7989.6671890383804566 2276.1656438752611393 4682.0047197157082337 3435.4681455787263076 3464.5461697232312872
8400 4.2000000000000001776 286.62796112441435525 -1574.3997452016392344 656.16653347634962756 -2230.5662786779889757 -1718.7352347212822679 0.96077145480071857175 19.998877440390437243 19.998877440390437243 19.998877440390437243 7998.6530040755151276 -2729.4389366029076882 934.95338060552705883 -1917.4603452318606287 -1237.3153004097473513
8500 4.25 305.91907385736431024 -1524.0114755249164773 700.32894707767582076 -2224.3404226025922981 -1310.0255724664662011 0.95861360138657825125 20.013872118034711889 20.013872118034711889 20.013872118034711889 8016.6580904506708976 579.44501441546458409 2300.6301165873287573 2610.7443748981027056 1830.2731686336312578
8600 4.2999999999999998224 307.49621836987307688 -1537.4761959292368374 703.93944426540463155 -2241.4156401946415826 -1764.7161213457229678 0.95891492362186037113 20.011775562049841426 20.011775562049841426 20.011775562049841426 8014.1389959243506382 -375.88849381754948809 -2772.2581360513713662 -2684.6002884653139517 -1944.248972778078496
8700 4.3500000000000005329 289.96108898022509948 -1568.6372878440320164 663.79693681244100389 -2232.4342246564729066 -1394.4157668230886884 0.96157687302451377853 19.993292184164353387 19.993292184164353387 19.993292184164353387 7991.9533203830042112 1878.3369203057661707 758.88374098639565091 1847.0748831378018622 1494.7651814766552434
8800 4.4000000000000003553 294.11801469044644364 -1575.7017300726984104 673.31322936985372962 -2249.0149594425520263 -1605.2969938003325296 0.9603450511284918889 20.001836908957557171 20.001836908957557171 20.001836908957557171 8002.2044932093376701 -572.59293479358643708 1201.5185717373667558 -1389.7036176988040097 -253.59266025167474368
8900 4.4500000000000001776 300.26510740392433263 -1549.4988583808280964 687.38553585711133564 -2236.8843942379394321 -1479.2651514744266024 0.95676752117385399643 20.026736084372409152 20.026736084372409152 20.026736084372409152 8032.1262094507846996 -975.93162702039910528 2445.7850723164060582 328.85358565680508036 599.56901031760457954
9000 4.5 309.06994913870920527 -1504.2402655597823014 707.54212649906162369 -2211.782392058843925 -1370.2626298782256526 0.95510987545942904742 20.038315222153613604 20.038315222153613604 20.038315222153613604 8046.0664062081577868 3021.1309850205216208 -1353.3211659969756511 1757.4542766258200572 1141.7546985497883725
9100 4.5499999999999998224 315.40516284137788716 -1517.3646632812467487 722.04509124054970925 -2239.409754521796458 -1836.504752570526307 0.95507412049897288941 20.038565276124085557 20.038565276124085557 20.038565276124085557 8046.3676255376385598 -2098.4394107533698843 -2706.7338906081477035 -3353.6373958052813578 -2719.603565722266012
9200 4.6000000000000005329 297.29852083818911979 -1549.1174383793982088 680.59424161121933139 -2229.7116799906175402 -1313.2397521427476477 0.96235576723168758662 19.987896791181334777 19.987896791181334777 19.987896791181334777 7985.4849369044532068 2537.458372672344467 1963.7741118112551248 1574.9516947770789557 2025.3947264202267888
